Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²).Specimen mass (g)
,,659,122.342804644003,11.0238936841887,74.3642029771113,0.110979666666667,11.0979666666667,0.00269376534351994,1.71973487509277,111.82082247374,23.2583527856407,0.336212582803771,23.7722113671606,24.5467150262753,0.00825291445833214,0.825291445833214,7.42065417416964,742.065417416964,0.000298953179902061,0.190855603192837,0.101382305687511,87.3927557135061,169.68258341994,27.920963
,,660,118.875633748493,13.8859344943846,96.5520610934826,0.0856086666666662,8.56086666666661,0.00349252926309037,2.1968997885515,111.941431692936,23.1873070496801,0.338072384659679,23.6851524545137,24.4494776538824,0.00826569321413154,0.826569321413154,7.42891347800588,742.891347800587,0.000298990773507481,0.188073661698175,0.098836159818287,87.492864946259,169.608229837783,27.80721
,,661,115.453837003334,12.7744449888205,114.597016992894,0.0903787499999981,9.03787499999981,0.0032802844541269,2.04395726155884,112.058596428312,23.0462812140696,0.426604600393172,23.5262862565688,24.2780671844627,0.0103571351495463,1.03571351495463,7.43822489218771,743.822489218771,0.000296468008608415,0.184730302353107,0.0962411779923788,87.5904036151644,169.528890209247,27.742891
,,662,112.669108880316,9.25096395119667,84.8954110243132,0.12179175,12.179175,0.00243722059565436,1.49708729255894,112.172657901254,23.0199956155886,0.426729445697971,23.4894156694821,24.2297802034933,0.0103395606756204,1.03395606756204,7.4485732401003,744.85732401003,0.000296833361480786,0.182332881263516,0.094168397037624,87.6856084026794,169.44510256987,27.620995
,,663,111.229833334369,13.3133779322161,117.613461229986,0.0835474166666685,8.35474166666685,0.00358418868170269,2.18026276008278,112.284607372362,23.2780668239818,0.401541829260899,23.7380516343129,24.4714252287926,0.00982630085099069,0.982630085099069,7.4586561708636,745.86561708636,0.000299449705202172,0.182155321259457,0.0932250822587915,87.7793051423276,169.358382160425,27.515788
,,664,109.416822911648,18.6809247818506,180.56659029962,0.0585714166666692,5.85714166666692,0.00513322612303807,3.07756537733716,112.394930700485,23.316784050149,0.431942039495055,23.7587845347561,24.4848614616959,0.0105760409965188,1.05760409965188,7.46885734178736,746.885734178736,0.000300660326096693,0.18025736403493,0.0918185421639485,87.8718269545389,169.269473946513,27.451887
,,665,107.798588326922,20.4925022997818,178.250489786294,0.052603916666668,5.2603916666668,0.00454956429464301,3.39171881448236,112.503538406104,23.3686467854897,0.382559902070488,23.7938317857167,24.5103416739773,0.00937667391051096,0.937667391051096,7.47883369924087,747.883369924087,0.000239324901025049,0.1784176938738,0.0905145545721815,87.962993502907,169.178253242261,27.392596
,,666,105.459382344772,13.2852729478346,100.466379200995,0.0793806666666648,7.93806666666648,0.00281837477797431,2.22232621902807,112.61016739144,23.3953570735884,0.325369488320159,23.8032091040161,24.5108667064489,0.00797508815856091,0.797508815856091,7.48750958027541,748.750958027541,0.000223724468792114,0.176409736817257,0.0887625879827623,88.0526320741845,169.084335422582,27.338316
,,667,103.718976392119,11.9933483660116,104.426292087205,0.0864804166666679,8.64804166666679,0.00260997845095064,2.00497722216592,112.714756570808,23.4025030433553,0.368710995207469,23.7932516074404,24.4929751703639,0.00903082925065669,0.903082925065669,7.49601253898002,749.601253898002,0.000225712023929236,0.173391265580087,0.0872359261597354,88.1406313312557,168.987641035694,27.238467
,,668,102.291002407921,14.7540419593858,107.930275270291,0.0693308333333353,6.93308333333353,0.00327086009273393,2.48211179068633,112.817761560208,23.5614887245826,0.303828522395638,23.9337441948923,24.6286815582163,0.00748289592638556,0.748289592638556,7.50426940156854,750.426940156854,0.000226771455945994,0.17208687887478,0.0861414619534824,88.2273200253123,168.88886461109,27.171423
,,669,100.202437591854,13.5021273541943,68.4051971518906,0.0742123333333303,7.42123333333303,0.00303642311064018,2.27666219248211,112.919008280208,23.4382002748445,0.20749440442213,23.7886654022281,24.4657647848689,0.00507650929276828,0.507650929276828,7.51054910417812,751.054910417812,0.000225340044027857,0.168956413515873,0.0843982347957575,88.312589873687,168.787755276843,27.095217
,,670,98.6232339806152,13.5332982017877,104.366792030555,0.0728744999999981,7.28744999999981,0.00309370233280567,2.28831918608955,113.018421115994,23.449846212756,0.311082046438105,23.7814962947462,24.4491055427839,0.00760567778583046,0.760567778583045,7.51689019771742,751.689019771742,0.000225452010652041,0.166760116526679,0.0830936567444139,88.3963358194571,168.684210620887,27.024286
,,671,96.6990641419933,16.6969860483544,126.035768689976,0.0579140833333351,5.79140833333351,0.00389936700882568,2.84674867764846,113.116082265056,23.4889814929923,0.298423969451624,23.8017651491983,24.4593154641872,0.00729924601089223,0.729924601089223,7.52434265961578,752.434265961578,0.000225828265896389,0.164866840146395,0.0816194660035779,88.478692380831,168.578364031379,26.951919
,,672,94.9439203287486,11.7478438629201,84.948838012758,0.0808181666666693,8.08181666666693,0.00278736163963475,2.0066081944844,113.211903757291,23.4308583931192,0.281658880505772,23.7292016221363,24.3749081737697,0.00686540934865497,0.686540934865497,7.53142498729555,753.142498729555,0.000225269457552282,0.162170395496545,0.0801393791750287,88.5595718034204,168.470094876921,26.899533
,,673,93.8547715478208,9.82524702386462,94.02711687359,0.0955240833333312,9.55240833333312,0.00235235921095009,1.66862603710954,113.306303103229,23.4724611672376,0.368115136770535,23.7581086247942,24.3995784216408,0.00898185414782568,0.898185414782569,7.53934861904379,753.934861904379,0.000224706957296725,0.159393972621018,0.0790446531124184,88.6391638195641,168.360034328721,26.792162
,,674,91.6578371055819,11.6080251397792,129.59078880514,0.07896075,7.896075,0.00284529232091593,2.00070022246328,113.399059407556,23.4938585146991,0.419402536900093,23.7675266196356,24.3980066329044,0.0102325858771454,1.02325858771454,7.54895583905628,754.895583905628,0.000224666415628763,0.157976790090867,0.0774768163111427,88.7174245542759,168.247862622487,26.716048
,,675,89.7460808269374,11.0632933269426,101.833991830127,0.0811205833333351,8.11205833333351,0.00280191623834256,1.92585679912663,113.489761366522,23.6670516451871,0.336493966304094,23.9235051064844,24.5497204932246,0.00826083282042202,0.826083282042202,7.55820254840506,755.820254840506,0.000227293079705493,0.156226626961622,0.076016728919902,88.7941713268914,168.132979802255,26.630328
,,676,86.6011489512436,10.3071758238334,84.9893676877992,0.0840202499999997,8.40202499999997,0.0026751845595873,1.81559476045148,113.577934981411,23.4790125906396,0.293429875500463,23.7215288612617,24.3357221492585,0.00714082792047078,0.714082792047078,7.56590337877551,756.59033787755,0.000224769675492664,0.152546725671823,0.073548617608026,88.8689540001553,168.014696718064,26.55239
,,677,83.3218583351667,7.19676950123115,43.7408517727066,0.11577675,11.577675,0.00194778844221908,1.29287331600608,113.662896485055,23.3814130471142,0.209172930101041,23.6129909075672,24.2104638397974,0.00506417366047573,0.506417366047572,7.57200587956598,757.200587956598,0.000225508615527689,0.149684670688907,0.0711121222805738,88.9412843700996,167.892018441735,26.456345
,,678,80.5781934020347,7.83825035221212,14.4445976278982,0.10280125,10.280125,0.00222886065051496,1.44819333334416,113.744846510923,23.6053705751087,0.0608102105523258,23.8243289769018,24.4189697487928,0.00148492269189497,0.148492269189497,7.57528042774216,757.528042774216,0.000229129660948751,0.148876084909446,0.0692780201198514,89.0114794412999,167.765260340595,26.332427
,,679,77.1725582514166,14.7390495951366,36.983829647826,0.0523592500000006,5.23592500000006,0.00322941916151438,2.81128701963432,113.82372188675,23.697729181467,0.0790760007858061,23.899562124604,24.4884106839599,0.00193644558248796,0.193644558248796,7.57699111187936,757.699111187936,0.000169089965232524,0.14719687988279,0.0668967048440079,89.0795668037818,167.634347403166,26.259945
,,680,74.1371756151108,12.4362543230566,39.8654144742299,0.0596137499999993,5.96137499999993,0.00251909392552965,2.40988538672966,113.899376753683,23.6315805674425,0.0974206199542912,23.815118892482,24.3944952642278,0.00237652685211309,0.237652685211309,7.57914759809666,757.914759809666,0.000150172635503041,0.143662304973154,0.0644974913200106,89.1452639018638,167.499083461299,26.214805
,,681,70.9807621175739,13.812039602178,14.2751591028229,0.0513905000000007,5.13905000000007,0.00410133811929464,2.73919247941954,113.971935722549,23.5598190082652,0.0302071856926074,23.7211868777276,24.2858626864125,0.000733607563873628,0.0733607563873628,7.58070266530465,758.070266530465,0.000210769816619614,0.140768471113612,0.0621531861919572,89.2085892406198,167.359670664537,26.14368
,,682,67.7623367862078,37.2716457699781,98.168323451228,0.0181806666666674,1.81806666666674,0.0124111945960153,7.62248232073853,114.041307272001,23.5703211256695,0.0735436116557835,23.7128743956971,24.2681250717718,0.00178476556589237,0.178476556589237,7.58196185186953,758.196185186953,0.000225643791885299,0.138581810245913,0.0598503039084511,89.26959098567,167.215993067451,26.117672
,,683,65.3523893027475,32.0511963230716,212.887584419531,0.0203900000000014,2.03900000000014,0.0111720596685914,6.68514788983409,114.107864635046,23.7196577137831,0.177958612474634,23.8449810547791,24.3920638959425,0.00434077784631453,0.434077784631453,7.58502462357564,758.502462357564,0.000227798296642594,0.136310165473726,0.0580093150047367,89.3285207951266,167.068615863903,26.099567
,,684,62.7113540538276,0,360.911296412902,0.00780900000000025,0.780900000000025,0.0290874331338456,17.1435328647527,114.171896506724,23.7270054986979,0.115697107647811,23.830869903396,24.3597819425849,0.00281835631368844,0.281835631368844,7.58860419065564,758.860419065564,0.000227143765342207,0.133873848140858,0.0560177057118119,89.3855343054849,166.917977349012,26.080069
,,685,60.5888858721265,0,0,-0.0326392500000014,-3.26392500000014,0,0,114.233546626687,23.7138320468434,0.0804286393863925,23.7917215113997,24.3067769681576,0.00195496099941742,0.195496099941742,7.59099084931219,759.099084931219,0.000228714724082931,0.131493634968035,0.0543563242854038,89.4407213204835,166.764301644799,26.087536
,,686,59.0393802403496,11.4186154474658,61.5262717366143,0.0517045000000002,5.17045000000002,0.00439650861815673,2.4834805321293,114.293360759743,23.7194610202977,0.131055016579456,23.7695650921228,24.2736615509647,0.00318118511700578,0.318118511700578,7.5935589223704,759.35589223704,0.000227319279847485,0.12840711917348,0.0529359370178512,89.4943674511351,166.608397608955,26.115132
,,687,58.0707410452747,4.95484490918508,1.90447293129475,0.117199916666666,11.7199916666666,0.00193445197788869,1.06751869233812,114.351915820386,23.7083564600402,0.00921247248653182,23.7339354672632,24.2284651778314,0.000223204068841666,0.0223204068841666,7.59526111696333,759.526111696333,0.000226717610604223,0.125113101782136,0.0518427651117588,89.5467568021999,166.451114731275,25.9884
,,688,56.9228107338994,8.08118799341739,-12.9776607720622,0.0704386666666664,7.04386666666664,0.00325716966851381,1.74593920336792,114.409412596276,23.7880654017919,-0.037651948623585,23.7927161526732,24.2784013750553,-0.000914129121236358,-0.0914129121236358,7.59537271899775,759.537271899775,0.00022943068855722,0.122981629566298,0.0508063120353944,89.5980813407735,166.29275086668,25.907435
,,689,55.1656868609575,5.24982507408168,11.4198084862965,0.105081,10.5081,0.00276299328988499,1.14961211865336,114.465456845073,23.7857126215287,0.0494822556750348,23.7731221525534,24.2512165053534,0.00120000489554852,0.120000489554852,7.59597272144552,759.597272144552,0.000290338097894403,0.120802391040213,0.0494217043239306,89.6481953489532,166.132738526957,25.832359
,,690,53.5781364002173,6.63494008163526,6.42302997261324,0.0807515000000005,8.07515000000005,0.00377602804495126,1.46274067553328,114.519828756704,23.7225617561467,0.0214655078422785,23.6947575984462,24.1629179539796,0.000518669304833481,0.0518669304833481,7.59683205854571,759.683205854571,0.000304919928671884,0.118118503660327,0.048053629393941,89.6969330158121,165.970766314063,25.712068
,,691,52.5327394601765,0,0,-0.0136658333333338,-1.36658333333338,0,0,114.572884194634,23.7904648845407,-0.0677897598771838,23.7522750340219,24.2127491819124,-0.00164137645300832,-0.164137645300832,7.59709139319813,759.709139319813,0.000306768245346091,0.11614970229956,0.0471058435543222,89.7445127522862,165.807357734637,25.686436
,,692,51.5101479039608,24.8677111266098,67.2933762779717,0.0207136666666689,2.07136666666689,0.0148425948691264,5.52419681796447,114.624905638316,23.8995562468486,0.0573670465291659,23.8492815229029,24.2977920152812,0.00139389256509663,0.139389256509663,7.59778833948068,759.778833948068,0.000307444562587495,0.114426371488389,0.0462038652306221,89.7911676066787,165.642927223,25.709069
,,693,50.9013869417725,9.93868453185954,56.7908228375977,0.051215416666665,5.1215416666665,0.00604528060749325,2.20698076097429,114.676111405739,24.0875678653843,0.118917313320325,24.0183468653191,24.4587232359983,0.00290856565447032,0.290856565447032,7.59993956859046,759.993956859046,0.000309611565179677,0.113031439248612,0.0455966286578905,89.837067853623,165.477794236275,25.644377
,,694,49.7626480438425,0,188.969510174479,0.00533208333333383,0.533208333333383,0.0695157118771891,20.7052735881309,114.726443423232,24.0133770217045,0.0413747169891494,23.9220680707166,24.3530650849852,0.0010076011757096,0.10076011757096,7.60189765200555,760.189765200555,0.000370663568705196,0.11040224421139,0.0445317735467249,89.8821320547253,165.311878131458,25.62416
,,695,48.4780716786371,0,284.403333054802,0.00478033333333538,0.478033333333538,0.0800886180757373,22.4647887562025,114.775563783093,23.8499976060758,0.0562582528837787,23.7447912144015,24.166102987986,0.00135954273311356,0.135954273311356,7.60308122395996,760.308122395996,0.000382850290608214,0.107389178517613,0.0433106675387404,89.926053275268,165.144696090781,25.621749
,,696,48.6145211115703,4.89720579446141,24.4775653954944,0.0992699166666669,9.92699166666669,0.00390882414187216,1.06871606349924,114.824110079488,24.0654447769559,0.0997581688812932,23.9447744574296,24.3577634219114,0.00242988587701362,0.242988587701362,7.60497593826502,760.497593826502,0.000388028646828305,0.106091354563898,0.04317306823936,89.969295143157,164.977169654437,25.59203
,,697,47.8273641904361,4.51130971086469,2.27542540198331,0.106016583333333,10.6016583333333,0.00424525661784213,0.977783916083025,114.872331022139,24.0336978813276,0.00992686944574837,23.8961745333481,24.3009972143298,0.000241232826748147,0.0241232826748147,7.6063114976169,760.63114976169,0.000450067601996844,0.103661310021409,0.0423492903763859,90.0120563224649,164.809657133628,25.444701
,,698,46.8741715326537,12.3851476532062,-23.2777945515678,0.0378470833333336,3.78470833333336,0.0123107805815337,2.69533962822614,114.919681790001,23.9857696721697,-0.0363603736708879,23.8325609821921,24.2295813069374,-0.000880996630209404,-0.0880996630209404,7.60643211403028,760.643211403028,0.000465927138567689,0.102010743521111,0.041525861374,90.0539938983401,164.641377922637,25.399015
,,699,46.1151229623779,7.69665051737225,5.64018615043326,0.059915833333332,5.9915833333332,0.00771739147313149,1.65930122051408,114.966176437248,23.8413896215699,0.0140489383222353,23.6699994222987,24.0542342493932,0.000337936453358326,0.0337936453358326,7.60660108225696,760.660108225696,0.000462393941272223,0.0994184153781158,0.0406824403900293,90.0950980492221,164.472355418095,25.349828
,,700,45.7887370177904,11.3894775681022,0.0801697473033913,0.0402026666666678,4.02026666666678,0.0115091917936275,2.44587959689613,115.012128367238,23.92063628336,0.000133741344296665,23.7265968289638,24.099037171631,3.22303762758923E-06,0.000322303762758923,7.60677166200245,760.677166200245,0.000462700201281953,0.0983308821408188,0.0403074461501809,90.1355929924922,164.303040524626,25.287211
,,701,45.2293551924019,16.8846578847788,-28.7540314750503,0.0267872499999987,2.67872499999987,0.0196381320296122,3.60256165680748,115.057637413343,23.9595408762993,-0.0319395855307476,23.7472763674239,24.1155737255422,-0.000770241429630005,-0.0770241429630005,7.60677327352126,760.677327352126,0.000526051552210204,0.0965027197413116,0.0397067159214013,90.175600073528,164.133576909192,25.269259
,,702,43.967012083843,0,0,-0.00100083333333423,-0.100083333333423,0,0,115.102235596981,23.8761419303847,0.0914596421581955,23.6565715485676,24.0188547352416,0.00219675585913488,0.219675585913488,7.60787165145083,760.787165145083,0.000539194558243891,0.0948229471335574,0.0386924292093458,90.2147996460934,163.963298571199,25.236895
,,703,44.0408983597668,0,0,-0.0209133333333327,-2.09133333333327,0,0,115.146239552203,23.9538239751162,0.120736003295058,23.7223484649426,24.0721779911518,0.00290637856125893,0.290637856125892,7.61042321866103,761.042321866103,0.000541680880068675,0.0930616459552447,0.0384615263221659,90.2533766238592,163.79265939147,25.268747
,,704,43.7139329092433,0,0,-0.0120504166666671,-1.20504166666671,0,0,115.190116967838,23.9317554209422,0.0273172740750147,23.6833498317556,24.0230995894396,0.000656245595616094,0.0656245595616094,7.61220453073947,761.220453073947,0.000541431788576776,0.0916177109020581,0.0380440468815328,90.291629410461,163.622325238406,25.271105
,,705,43.4017383807196,0,0,-0.00619458333333315,-0.619458333333315,0,0,115.233674803483,23.9850704372985,0.0444125954128929,23.720356058218,24.0517626103576,0.00106820120178076,0.106820120178076,7.61306675413816,761.306675413816,0.000541654489096069,0.0906737743247043,0.0377026508682165,90.3295027593359,163.452020997848,25.291979
,,706,43.1513097772237,15.3974801390051,56.1557808517006,0.0280249166666643,2.80249166666643,0.0193686361810823,3.16535489600567,115.276951327562,24.0035081288148,0.0654437130174454,23.7267646310749,24.047551799221,0.00157376107872037,0.157376107872037,7.61438773527841,761.438773527841,0.00054280441492177,0.088708807180977,0.0372485050767959,90.3669783373084,163.281800747254,25.278146
,,707,42.4960231848693,0,0,-0.000348999999999341,-0.0348999999999341,0,0,115.319774994043,24.1306432978946,-0.0595548037652178,23.8400674945785,24.1557897078948,-0.00143859331584754,-0.143859331584754,7.61517461581778,761.517461581778,0.000609219976590393,0.0877913758885748,0.0367177976095551,90.4039614886516,163.111421490867,25.25074
,,708,41.9170882739798,0,0,-0.0241509999999986,-2.41509999999986,0,0,115.361981549772,24.1651624836272,-0.0979519544948671,23.8621973172188,24.168450117012,-0.00236734692607302,-0.236734692607302,7.61517461581778,761.517461581778,0.000625242159680079,0.0867818106928988,0.0362113091978662,90.4404260420553,162.940651906458,25.277492
,,709,41.4930138320429,18.7541164677766,-31.4607477024742,0.0221247499999994,2.21247499999994,0.0283414771680944,3.88966235956722,115.403686600825,24.2831563018172,-0.0286850685074461,23.9659233520988,24.2656271693969,-0.000696061177730297,-0.0696061177730297,7.61517461581778,761.517461581778,0.00062704809697478,0.0860578072898326,0.0358274572837287,90.4764454252961,162.769656700741,25.282559
,,710,41.0500139561923,14.9310784404,8.76696023476513,0.0274930000000004,2.74930000000004,0.0228448547206503,3.08915039425804,115.444958114719,24.2941183220486,0.00993632682747394,23.9647045778733,24.2574587087809,0.000241030037734401,0.0241030037734401,7.61529513083664,761.529513083664,0.000628073590834847,0.0849300117893375,0.0353833078263681,90.5120508078511,162.598532555943,25.242886
,,711,41.3784801890908,0,0,-0.015561416666667,-1.5561416666667,0,0,115.486172361792,24.2380456798006,-0.00350771788064871,23.8982059726345,24.1838334246939,-8.48300649264285E-05,-0.00848300649264285,7.61541564585551,761.541564585551,0.000626877105830962,0.0835809703828176,0.0353859657109421,90.5474354446198,162.427809228962,25.239389
,,712,40.7560615714222,0,0,-0.00806883333333334,-0.806883333333334,0,0,115.527239632672,24.1576290975329,0.0785400257146626,23.8089305398654,24.0888907584892,0.00189194209960944,0.189194209960944,7.61636161690531,761.636161690531,0.000624797263461707,0.0821726938244424,0.0347989999250829,90.5825279274378,162.257359034652,25.262048
,,713,40.2541852597488,15.7392003205172,104.24446487873,0.0255757500000013,2.55757500000013,0.0270728417591837,3.19243614861767,115.567744756088,24.3419215167169,0.109911107221497,23.9796732190689,24.257151438293,0.00266613037262232,0.266613037262232,7.61864065314143,761.864065314143,0.000692408232622477,0.0816489488280124,0.0344157367746289,90.6171352957876,162.086598535887,25.249118
,,714,40.6239695459952,71.6956841121016,81.2251161789362,0.00566616666666804,0.566616666666804,0.126286851248392,14.3521629271627,115.608183833491,24.5875597952808,0.0187971331764034,24.2119792194984,24.4843211712238,0.000460235045789327,0.0460235045789327,7.62020383585064,762.020383585064,0.000715562346982102,0.0813217471724784,0.0345719805328058,90.6516291544414,161.916223856429,25.223892
,,715,39.5292283005661,0,0,-0.0326029166666662,-3.26029166666662,0,0,115.648260432414,24.2777951039154,-0.0188254417900681,23.8973913946896,24.1612842451342,-0.000454846850130065,-0.0454846850130065,7.62043395337353,762.043395337353,0.000705554230630309,0.0791641966325756,0.0336061531527568,90.6857182212841,161.745818786593,25.24105
,,716,39.3554901580413,13.1648663039964,18.6778739932576,0.0298943333333315,2.98943333333315,0.0235343184354773,2.62548390912492,115.687702791643,24.1491941809821,0.0232425924442597,23.7633525221377,24.0232492331253,0.000558362591112407,0.0558362591112407,7.62071313466909,762.071313466909,0.000703542760082928,0.0784870911406787,0.0334114775508707,90.7192270366359,161.575003898943,25.265498
,,717,39.1664540588951,7.83077191348041,-11.6461918544932,0.0500160833333319,5.00160833333319,0.0140352233421391,1.55037701713822,115.726963763752,24.146447212058,-0.0242588809841306,23.758051454875,24.0116971055406,-0.000582496902310303,-0.0582496902310303,7.62099231596464,762.099231596464,0.000701986900282353,0.0775437860872678,0.0331517678689957,90.7525086593459,161.404412501746,25.190731
,,718,39.1310396281481,32.9848606025413,-133.8142936848,0.0118633333333333,1.18633333333333,0.0589657149094539,6.42165729128046,115.766112510595,24.0791556150907,-0.0663250685626572,23.6863198604305,23.9348952839401,-0.00158748357074735,-0.158748357074735,7.62099231596464,762.099231596464,0.000699529931209155,0.0761822609988905,0.0329301780088355,90.7855496322848,161.234139986901,25.180072
,,719,39.1008791333292,20.4604165947157,38.3442088880664,0.0191104999999988,1.91104999999988,0.0364581894572704,3.91724615242604,115.805228469976,24.0168209178927,0.0307082697352524,23.6176579969562,23.86252987462,0.000732777003955348,0.0732777003955348,7.62135870446662,762.135870446662,0.000696734229623125,0.0748605325959333,0.03271712931271,90.8183732859456,161.064295507616,25.157835
,,720,39.4758232287497,35.4796338075564,120.706960767625,0.0111263333333339,1.11263333333339,0.0634228465267554,6.78659897933807,115.844516821157,24.2990287585335,0.0556608102402929,23.8887082927114,24.1287519056279,0.00134302588115426,0.134302588115426,7.62239660590918,762.239660590918,0.000705663731405562,0.0755099624437793,0.0330150079297721,90.8512393545668,160.895162251607,25.14469
,,721,39.6749175114462,0,0,-0.00931274999999824,-0.931274999999824,0,0,115.884092191527,24.3531741800471,0.0142960535939066,23.9322169659163,24.1657622175991,0.0003454750318004,0.03454750318004,7.62324085636565,762.324085636565,0.000706491925356025,0.0747578955350358,0.0330164600435557,90.8842550885535,160.726896243449,25.137001
,,722,40.1643780551164,11.5755270926339,54.3350870268774,0.0346976666666651,3.46976666666651,0.0204053528166792,2.14714546665017,115.92401183931,24.3458064867177,0.0780766234660817,23.9166357866712,24.1468016195891,0.00188530073796283,0.188530073796283,7.62435624425054,762.435624425054,0.000708018130248832,0.0745009376866687,0.0332791282909522,90.9174028827207,160.55957318464,25.146916
,,723,40.1008901598802,3.9956281716967,31.3259514279721,0.100361916666665,10.0361916666665,0.00708582671755368,0.735719609206831,115.964144473418,24.4358484776747,0.129791786416543,23.9978950060497,24.2228927848196,0.00314393252671812,0.314393252671812,7.62687086088288,762.687086088288,0.000711147150541549,0.0738382301092471,0.033129629791585,90.950607261762,160.393007570426,25.06389
,,724,39.6899404318947,8.97246888666698,-2.12960520037138,0.0442352500000013,4.42352500000013,0.0161118858966366,1.66982595088463,116.004039888714,24.5241353943382,-0.00387725801198678,24.0770309075634,24.2964533565975,-9.42036184397309E-05,-0.00942036184397309,7.62844282714624,762.844282714624,0.000712713300609216,0.0738651683938716,0.0328714786004798,90.983607815958,160.226574431925,24.976174
,,725,38.940410436112,0,0,-0.00563416666666742,-0.563416666666742,0,0,116.043355064148,24.4562026037862,-0.0248523625564644,24.0005038037014,24.2121169496848,-0.000601728308693084,-0.0601728308693084,7.62844282714624,762.844282714624,0.000710483623202385,0.0727216687203322,0.0322451657536455,91.0161661381351,160.05980008848,24.975408
,,726,38.5496599387573,21.5580020348894,35.0145270026622,0.0178818333333342,1.78818333333342,0.0395313144360483,4.02888801247148,116.082100099335,24.2983698308838,0.0260356618545284,23.8361178111438,24.0487044118771,0.000626123936107136,0.0626123936107136,7.62875588911429,762.875588911429,0.000706892376193046,0.0720439039576832,0.0319202142675823,91.0482488281457,159.892699861343,24.969883
,,727,37.9769448114929,49.0341443660266,-196.588178051309,0.00774500000000107,0.774500000000107,0.0908120204722231,9.14404955433851,116.12036340171,24.2015734326988,-0.0635961305094666,23.7343104485743,23.9413220082778,-0.0015225754390076,-0.15225754390076,7.62906895108234,762.906895108234,0.000703339098557466,0.0708206637983616,0.0313932293513607,91.0799055499552,159.725396701115,24.945952
,,728,38.1435076923476,0,0,-0.00828316666666792,-0.828316666666791,0,0,116.158423627962,24.2566312996528,-0.101424439434238,23.7819180590742,23.9858978801838,-0.00243275624682451,-0.243275624682451,7.62906895108234,762.906895108234,0.000704685824355808,0.0707408839253777,0.0314770746928069,91.1113407019773,159.558274214234,24.955108
,,729,37.8006594999988,14.3731020453422,49.7674663380224,0.0262995833333338,2.62995833333338,0.0267917744115128,2.65094072566598,116.196395711558,24.2200026213326,0.0546729594039672,23.742851707793,23.9398716022445,0.0013088636282457,0.13088636282457,7.62972338289647,762.972338289646,0.000704612503783462,0.0697186365263808,0.0311156926623977,91.1426370856549,159.391489316267,24.950148
,,730,37.6126750635139,6.70772526560536,37.6984077876473,0.0560736666666675,5.60736666666675,0.0137140409180981,1.24361779338215,116.23410237884,24.3016210793567,0.0880431741961746,23.8152934049663,24.0096744744635,0.00211388795214864,0.211388795214864,7.63143475868666,763.143475868666,0.000768996559094475,0.0697342096068475,0.0310181905085494,91.1737040272403,159.224797779233,24.904053
,,731,37.2643048947558,16.6864435971087,50.5594690018431,0.0223320833333309,2.23320833333309,0.035176534689173,3.08429494932355,116.271540868819,24.3276752508225,0.0469957000158888,23.8340069349004,24.0255656295445,0.00112909827503812,0.112909827503812,7.63305625180026,763.305625180026,0.000785565304056417,0.0688787318328652,0.0306777041940623,91.2045519745916,159.058195442981,24.853107
,,732,36.7049044695335,15.8421340731013,97.4448341192948,0.023169166666665,2.3169166666665,0.0338595109837224,2.95544059672208,116.308525473501,24.2637696507735,0.0942483353321947,23.7639785056435,23.9549653005303,0.00225771560251546,0.225771560251546,7.63474965873903,763.474965873903,0.000784496653233638,0.0684750957588817,0.0302805453528392,91.2350310993651,158.891428242488,24.851664
,,733,36.6606193857536,5.84311352026025,32.5704028048443,0.0627415833333336,6.27415833333336,0.0125022080007605,1.0881956319756,116.345208235429,24.2224930828217,0.0854775457125759,23.7191628240701,23.9070813831255,0.00204351864178038,0.204351864178038,7.63690027586118,763.690027586118,0.000784408325130386,0.0682751169265666,0.0302279574821239,91.2652853507826,158.724704277529,24.799021
,,734,37.1407677943319,0,0,-0.002463583333333,-0.2463583333333,0,0,116.382108929019,24.2579683440602,-0.0645887397048738,23.7512909419497,23.9361878934651,-0.00154600820937797,-0.154600820937797,7.63792203518207,763.792203518207,0.000783821125161072,0.0675087740676329,0.0304013123131615,91.2955999856802,158.558731510925,24.749395
,,735,37.4402227899539,0,0,-0.00207000000000157,-0.207000000000157,0,0,116.419399424311,24.3269766677883,-0.085691659844773,23.8128653906173,23.9939489385621,-0.00205608131077612,-0.205608131077612,7.63792203518207,763.792203518207,0.000787537781273223,0.0674852140816533,0.0305744581337487,91.3260878709037,158.393740713349,24.787854
,,736,36.8387292676871,4.21147211510912,-12.3439955559838,0.0874723333333352,8.74723333333352,0.00897389481493771,0.759314288523577,116.45653890034,24.2626574267974,-0.0451468723911934,23.7387764965207,23.9165646865241,-0.00107975809393822,-0.107975809393822,7.63792203518207,763.792203518207,0.000784967518550519,0.0664189925504986,0.0300501088450146,91.356400154393,158.228993071114,24.732765
