Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²).Specimen mass (g)
,,187,158.451051318739,9.8354490520752,33.3848711244519,0.161101999999997,16.1101999999997,0.00186744101611329,1.24935315754477,33.6440087617604,23.3678295774553,0.220762150242631,23.4480892436394,24.3627338381158,0.00537836950789136,0.537836950789136,2.24627449265866,224.627449265866,0.000300848482577878,0.201273292386774,0.125212998147147,25.7521355729357,179.914485357008,95.01175
,,188,158.311125327398,9.42167827561459,34.1706635652814,0.168028583333335,16.8028583333335,0.00178799723056763,1.19816905745422,33.8023898500835,23.3736094961651,0.235546030220107,23.4593157653324,24.3759072698824,0.00574164819043424,0.574164819043424,2.25183450150782,225.183450150782,0.000300434641656205,0.20132664931787,0.12513364120197,25.8773088926102,179.799946011082,94.847059
,,189,158.155462227417,8.83246606486707,19.3205909621577,0.179061499999997,17.9061499999997,0.00167567994430394,1.12282501908434,33.9606231438609,23.3436663049264,0.142121899213686,23.4290644931721,24.3423006426951,0.00345957399857035,0.345957399857035,2.25643511260232,225.643511260232,0.000300049764346976,0.201054732154767,0.125000364678575,26.0023758955505,179.685836740005,94.676324
,,190,159.106104842945,11.2577729316453,29.2451614607604,0.141330000000002,14.1330000000002,0.00214423862860461,1.42591412106924,34.1192539273961,23.5017391077185,0.168667420756127,23.5843218975153,24.5051394674818,0.00413321866924933,0.413321866924933,2.26023150893623,226.023150893623,0.000303045245380694,0.201524442730719,0.125639073281511,26.1276956145305,179.575020670506,94.501895
,,191,159.797249019155,19.5735612350847,81.1308495692148,0.0816393333333364,8.16393333333363,0.00373216611522907,2.47743709521581,34.2787056043271,23.610289219223,0.269131783594422,23.6891755918329,24.6105026434907,0.0066234684715979,0.66234684715979,2.26560985250666,226.560985250666,0.000304691553536569,0.202256312828696,0.126162605442039,26.2535964538923,179.46966284988,94.399176
,,192,159.774080561313,22.6636866704633,143.360265974899,0.0704978333333296,7.04978333333296,0.00432865536459506,2.87329201666406,34.4384912691174,23.6466526230487,0.410056813815441,23.7221119843763,24.646799655106,0.0101065881373203,1.01065881373203,2.27397488081111,227.397488081111,0.000305160824450646,0.202560861708769,0.126189489993134,26.3797725016099,179.367142026653,94.325835
,,193,158.281680307673,16.6760770659156,84.4386341905454,0.0949154166666612,9.49154166666612,0.00320075395696948,2.12427361698175,34.5975191495519,23.5412728837619,0.326718679770097,23.6179290215511,24.5303640201993,0.0080145281469594,0.80145281469594,2.28303543895325,228.303543895325,0.000303800895473223,0.201626315469818,0.125140204362111,26.5054373487875,179.261757251564,94.247516
,,194,156.224945199241,12.6116942434419,39.688143773702,0.123873083333334,12.3873083333334,0.00241110393749309,1.59827109004038,34.7547724623053,23.2175238724974,0.203193598701161,23.2952294188537,24.1951162460367,0.00491629274102513,0.491629274102513,2.28950084939725,228.950084939725,0.000298670878974412,0.19798276792583,0.123362368319377,26.6296886351283,179.148311661368,94.134589
,,195,157.393990898646,13.5514983830118,58.7545153069993,0.116145083333335,11.6145083333335,0.00259778547006489,1.72162419526031,34.9115819303543,23.4736102660144,0.279057164041043,23.5458589066684,24.4539433344828,0.00682404807654114,0.682404807654114,2.29537101980603,229.537101980603,0.000301720009902814,0.199958185627194,0.124349351198384,26.7535444948871,179.033753488996,94.008193
,,196,158.226752015698,12.0446957756068,52.5969958198661,0.131366333333336,13.1366333333336,0.00231735677284758,1.53092005091189,35.0693923018114,23.6085604255456,0.280965966398404,23.6778821682552,24.5918556392239,0.00690947448520461,0.690947448520461,2.3022377810869,230.22377810869,0.000304422662274159,0.201111353714779,0.125020613871807,26.8782294774222,178.925470927609,93.897728
,,197,157.984540542682,11.120255312918,18.8893455260315,0.142069166666666,14.2069166666666,0.00213530842394697,1.41427786636383,35.2274979480906,23.5833948452266,0.109253326358308,23.6518414077973,24.5630377326991,0.002683593577762,0.2683593577762,2.30703431511839,230.703431511839,0.000303361488366457,0.200925277909419,0.124845865567222,27.0031627171418,178.819786538531,93.746369
,,198,156.671051806065,11.0110729736845,42.0828653411123,0.142284999999995,14.2284999999995,0.00213477500086667,1.39946608144213,35.384825744265,23.4784650866837,0.244831347100682,23.5491332271203,24.4566742207141,0.00598776049505996,0.598776049505996,2.3113699921548,231.13699921548,0.000303746460998304,0.199123031397987,0.123777572299599,27.1274744360752,178.711241132651,93.616393
,,199,155.821442494727,10.9571111214175,46.0752994140962,0.142210333333343,14.2210333333343,0.00212826645833287,1.39150606426179,35.5410719914154,23.3600251974509,0.269275682902476,23.4316596726998,24.333365781437,0.00655238368811221,0.655238368811221,2.31764006424638,231.764006424638,0.00030266148246169,0.197886541234037,0.12308191257445,27.2509041785122,178.598351715655,93.462343
,,200,156.021522251102,11.2399878671299,62.2777157080208,0.138809333333331,13.8809333333331,0.0021871501542851,1.43461000932749,35.6969934737883,23.5076693882432,0.352941820301074,23.5840164264334,24.4933518832616,0.00864472819895308,0.864472819895308,2.32523862018992,232.523862018992,0.000303596854816206,0.199137258988073,0.123374645369746,27.3741324574843,178.484967368942,93.33294
,,201,155.293879555179,11.2694305233767,60.7284548198867,0.137800999999996,13.7800999999996,0.00218855939507543,1.4302110485717,35.8526511746914,23.3696171948196,0.343601642174276,23.4478979431466,24.3550692880288,0.00836844180263497,0.836844180263497,2.33374520519071,233.374520519071,0.00030158567320078,0.197084512704223,0.122633985954139,27.4971367731462,178.371398879062,93.185269
,,202,155.401466133291,15.8466067830066,98.8257165212384,0.0980660833333348,9.80660833333348,0.00308256280119666,2.01213759830474,36.0079988475357,23.4245715184681,0.39687445318446,23.5069494731641,24.4194376183339,0.00969145095184829,0.969145095184829,2.34277515156795,234.277515156795,0.00030229486054239,0.197322453393489,0.122729388903308,27.619818460575,178.257420037305,93.065513
,,203,154.713630193162,13.9988264636093,72.5150509239615,0.110518999999999,11.0518999999999,0.0027310576111263,1.78256368989242,36.1630563956989,23.3888409294492,0.328715006666669,23.4754639484193,24.3806663843372,0.00801429091306522,0.801429091306522,2.35162802250041,235.162802250041,0.000301833756124064,0.197007156443218,0.122261556913144,27.7423139334832,178.143134954182,92.976539
,,204,154.422128355905,11.150061646714,33.5543060762824,0.138494416666669,13.8494416666669,0.00217854394593955,1.42656964518264,36.3176242749734,23.4546059530473,0.190124556473256,23.5424686780349,24.4423136752631,0.00464708404668961,0.464708404668961,2.35795870998029,235.795870998029,0.000301716172975602,0.197571930843947,0.122157789890393,27.864523606885,178.02756997536,92.839893
,,205,154.983533159808,11.2719190779177,24.4132097189163,0.137495250000001,13.7495250000001,0.00220338399533458,1.43732404895584,36.4723271057313,23.569678679969,0.136633946829456,23.6562373650127,24.5671039408281,0.00335670037360484,0.335670037360484,2.36196060219043,236.196060219043,0.000302954833284528,0.197625229442197,0.122498328453642,27.986851666057,177.913790759665,92.706537
,,206,154.401609714456,11.5945414394991,61.6985832745529,0.133167500000005,13.3167500000005,0.00227267157738177,1.47640665257899,36.6270196771684,23.4707762652717,0.335746284027475,23.5636836911756,24.4715920297184,0.00821624608821433,0.821624608821433,2.36774707542134,236.774707542134,0.000302645992280998,0.19660938290732,0.12199893716125,28.1091002988644,177.801066394021,92.56743
,,207,153.419110823517,15.0654352366998,67.836469088017,0.101835166666665,10.1835166666665,0.00294212962519619,1.91577981957897,36.7809300374374,23.2907032651993,0.284422945728423,23.3914707544691,24.288258874347,0.00690813813565629,0.690813813565629,2.37530926753328,237.530926753328,0.000299612260736787,0.195093757223458,0.121186418479195,28.2306929766846,177.68565235477,92.446778
,,208,153.740232978143,17.8183092657018,72.0425526538804,0.0862821666666633,8.62821666666633,0.00348477212364818,2.26337645871369,36.9345097093382,23.3178203819155,0.255578025514444,23.4248452332853,24.3212910134274,0.00621598753517398,0.621598753517398,2.38187133036869,238.187133036869,0.000300673689167954,0.195289024840137,0.121411034073626,28.3519917029611,177.569758217972,92.359831
,,209,153.637226688316,16.781966672308,75.6304164335117,0.0915490000000017,9.15490000000017,0.00328692476325858,2.13064030996153,37.0881984391715,23.3919479458686,0.283762867331718,23.498915639326,24.4002644150677,0.00692388899407169,0.692388899407169,2.38844126863332,238.844126863332,0.000300914675151565,0.195057989736671,0.121303325476006,28.4733488827359,177.455494924265,92.267767
,,210,153.961439460521,13.0939169159096,76.3971199546139,0.117582416666668,11.7582416666668,0.00255803738842931,1.6629003893989,37.2419977722459,23.4753846006706,0.366801715010125,23.5853260910476,24.4899563525456,0.00898295799063682,0.898295799063682,2.39639469212567,239.639469212567,0.00030078021805521,0.195527846461465,0.121563380880307,28.594782235914,177.342846534504,92.170728
,,211,153.950736753541,10.3827552951438,44.465639157974,0.148275416666659,14.8275416666659,0.00202814844869741,1.31939248752201,37.3959538603529,23.490189038114,0.269003315568509,23.604323480048,24.5095907445006,0.0065931611734979,0.65931611734979,2.40418275170774,240.418275170774,0.000300724556292446,0.195633470834186,0.121570706791313,28.7163492797498,177.232008816838,92.032542
,,212,154.007048983444,13.3851180509127,47.5840856685613,0.115058416666667,11.5058416666667,0.00261911835463676,1.69262092504011,37.5499327532214,23.4640154677136,0.223694618524357,23.5751659948788,24.475106248296,0.00547494955555569,0.547494955555569,2.41021680707226,241.021680707226,0.000301351610947111,0.194750283651984,0.121476520970148,28.8378728936306,177.122324307648,91.88902
,,213,153.653491827305,12.7380517118582,54.8229673798269,0.120625583333332,12.0625583333332,0.00249116682839243,1.60537093121849,37.7037630236268,23.3785738859958,0.271128800181894,23.4869366888437,24.3908150510729,0.00661305242025587,0.661305242025587,2.41626080806017,241.626080806017,0.000300498451855485,0.193648805044605,0.121103406919687,28.9591628575755,177.01297194191,91.793408
,,214,153.747184249229,9.19369202008152,28.6345178557237,0.167231166666671,16.7231166666671,0.0017945225817237,1.15626192312726,37.857463361665,23.3475827694916,0.196568735770217,23.4587767033931,24.3608619101463,0.00478858382795029,0.478858382795029,2.42196162618427,242.196162618427,0.00030010010495134,0.19336303037682,0.121122211991325,29.080275667031,176.904034400304,91.638357
,,215,153.461011171592,10.4258244215319,29.1842519791976,0.147193166666664,14.7193166666664,0.00203468191343516,1.31515232261637,38.0110674593755,23.3747847085981,0.176144744598373,23.4854463607872,24.3874574595492,0.00429572246561596,0.429572246561596,2.42650377933106,242.650377933106,0.000299491273997909,0.193581435014922,0.120974483427444,29.2013240147404,176.795662601746,91.474745
,,216,152.951833390923,12.2898368719555,54.8290868569839,0.124453916666663,12.4453916666663,0.00242105623324522,1.55617129288163,38.1642738816567,23.3861047810952,0.279758352093242,23.4907944354632,24.3913883376537,0.00682369460660833,0.682369460660833,2.43206348786717,243.206348786717,0.000301309930697606,0.193671612403344,0.12067275471357,29.3221476338109,176.686453155818,91.34649
,,217,153.351306116565,15.4746344411432,97.1197758866377,0.0990985000000014,9.90985000000014,0.00304510995161056,1.95262477893534,38.3174254514105,23.4727597640128,0.393184888191664,23.5744478440205,24.4781129686005,0.0096244241107021,0.96244241107021,2.44028754722582,244.028754722582,0.000301765828539683,0.193502186655327,0.12088315195198,29.4429255871437,176.577997471938,91.22479
,,218,153.744424787954,11.3373737478078,60.3998863371575,0.135608499999995,13.5608499999995,0.00222601674039201,1.42736064723416,38.4709733168627,23.5074919493414,0.334169366725529,23.6089977003901,24.5107385713174,0.00819073798635214,0.819073798635214,2.44919512827435,244.919512827435,0.00030186679113944,0.193562236330447,0.12113058718748,29.5639324567134,176.472354664508,91.132164
,,219,153.338997898854,7.76244412949375,37.7965052310552,0.197539583333342,19.7539583333342,0.00153032765159052,0.97642671370664,38.6245150282061,23.4249919836024,0.305729647542313,23.526605776025,24.4212687739608,0.00746630589479911,0.746630589479911,2.45702365021493,245.702365021493,0.000302300286658682,0.192882926181154,0.120788925132673,29.6848922128735,176.367648530622,90.949319
,,220,153.366437613524,12.2863766908462,70.6956162385754,0.124826416666671,12.4826416666671,0.00242887181909697,1.54963058959636,38.7778677459623,23.4937309852832,0.3603605635261,23.5929156361437,24.4884744400295,0.00882468044910352,0.882468044910352,2.46516914338688,246.516914338688,0.000303187365720535,0.193434833656375,0.120880257581575,29.8057268042306,176.26303520892,90.770024
,,221,153.156307779559,23.4893906321696,75.7767542488981,0.065202333333333,6.5202333333333,0.00465256730804988,2.96851902826069,38.9311291186589,23.506972234583,0.201670991657518,23.6030180269496,24.4994143622069,0.00494082118945471,0.494082118945471,2.47205189420616,247.205189420616,0.000303358244475236,0.193554367186995,0.12076677604736,29.9265503210451,176.158955288049,90.698145
,,222,152.979086425055,19.2181764011313,72.8975736215627,0.0796012499999996,7.96012499999996,0.0037978368170293,2.43093673268002,39.0841968157612,23.5006139695759,0.236963186240207,23.5939056639118,24.4879302743728,0.00580273798224339,0.580273798224339,2.47742367379201,247.742367379201,0.000302312557931552,0.193505602592245,0.120650393229445,30.0472589056835,176.054940611537,90.620689
,,223,152.669134435918,16.9991084263089,60.3314879107839,0.0898100833333342,8.98100833333342,0.00337382057147566,2.14968373588052,39.2370209261916,23.4984711704702,0.221221262771107,23.5938834280042,24.49301612792,0.00541837595689155,0.541837595689155,2.48303423076157,248.303423076157,0.000303003106675947,0.193063275459743,0.120393084243617,30.16778064442,175.950766485164,90.537067
,,224,152.666582291219,13.2747874365855,36.1278183491087,0.115004916666663,11.5004916666663,0.00263114450894638,1.67445529991094,39.3896887845552,23.5225353348036,0.16942250101466,23.6253714730818,24.5237599120797,0.00415487673858759,0.415487673858759,2.48782085710931,248.782085710931,0.000302594554989327,0.19257059222831,0.120314298869353,30.2881343359765,175.84682493105,90.436615
,,225,153.423302949246,9.68196379907241,36.9330839180287,0.158463000000005,15.8463000000005,0.00192296324581929,1.22086978682207,39.5427337271754,23.6315051327253,0.237532582003171,23.7372933401971,24.6388399753286,0.00585252727690276,0.585252727690276,2.49282455911706,249.282455911706,0.00030471852482227,0.193462689029191,0.12090251026567,30.408742740544,175.745483231891,90.303274
,,226,152.528128596179,9.28687678107254,43.8510162565411,0.164240500000005,16.4240500000005,0.00184256195026628,1.17260287777697,39.6957094429482,23.5247695497181,0.293639925512424,23.6288810053948,24.5270217355982,0.00720211283548268,0.720211283548268,2.49935187917325,249.935187917325,0.000302623295992718,0.192588882947535,0.120231251540171,30.5293096214469,175.644732048443,90.130404
,,227,151.848900986241,13.1395068635335,93.0481810673084,0.115566666666671,11.5566666666671,0.00261701381270138,1.66151542551292,39.8478979577394,23.4547672756944,0.439663414894288,23.5593658447861,24.4579552472683,0.0107532681253457,1.07532681253457,2.50832956965367,250.832956965367,0.000302439562954534,0.192015799341784,0.119734571947109,30.6492925331905,175.541400694887,89.988935
,,228,151.966384428373,15.8499330586834,89.0753251090373,0.0958782500000008,9.58782500000008,0.00316715874699763,2.00004202329512,39.9998056004467,23.5304819510661,0.347984427873093,23.6379498905891,24.5424381252779,0.00854038628963562,0.854038628963562,2.51797639686116,251.797639686116,0.000303661638134328,0.191760529119997,0.119759594557193,30.7690396164427,175.437743861608,89.892789
,,229,151.76310009621,14.5624889643654,66.9958120364033,0.104215083333334,10.4215083333334,0.00290216576549317,1.83626989043198,40.151670342709,23.5112552061814,0.284666626569818,23.6233617768128,24.5268446761382,0.00698197413435816,0.698197413435816,2.52573757707315,252.573757707315,0.00030244944709802,0.191367019653861,0.119576939621648,30.8887078835321,175.334804989995,89.789154
,,230,151.525131550204,12.9304479934637,59.9936399902232,0.11718475,11.718475,0.00205342167566772,1.6269751588494,40.3033144585322,23.4261494560678,0.287710365674296,23.5395084410581,24.4354758903718,0.0070303397038443,0.70303397038443,2.53274373399225,253.274373399225,0.000240629705707702,0.190656677245977,0.119309960150227,31.0081513334181,175.231801993618,89.682695
,,231,151.227047883813,13.3960044660553,56.0096150408847,0.112889666666664,11.2889666666664,0.00199016424789426,1.68480552839843,40.4546905482492,23.3684010211057,0.259359331569491,23.4850534796127,24.3789445856107,0.00632290677209365,0.632290677209365,2.53942035723022,253.942035723022,0.000224668978556695,0.190197134499052,0.119057988034235,31.1273353075103,175.128530511901,89.558764
,,232,151.971056884448,13.337063273259,24.5947968123327,0.113946416666668,11.3946416666668,0.00198489025945579,1.68024842411813,40.6062896006333,23.5246439387496,0.114203276170444,23.6432752800618,24.5394795962551,0.00280248896541009,0.280248896541009,2.54398305509898,254.398305509898,0.00022617113254156,0.191458287038076,0.119687457833418,31.2467080304441,175.027110347557,89.455886
,,233,151.99909811311,12.967555873914,51.8568314157826,0.117214916666661,11.7214916666661,0.00193075981187566,1.63439527361582,40.7582746781321,23.5394883974441,0.247690953345596,23.6458644284975,24.5402348809933,0.00607839417299807,0.607839417299807,2.54842349666818,254.842349666818,0.000226313850452345,0.191575505797263,0.119720532066089,31.3664120253939,174.928217502713,89.329358
,,234,151.580215099462,9.89328510702818,60.9050042385799,0.153215250000002,15.3215250000002,0.00146530220407632,1.24524594106141,40.9100643347384,23.5524179232459,0.380148591036905,23.6532507452178,24.5471788418632,0.00933157545066522,0.933157545066522,2.55612848148001,255.612848148001,0.000224506643523107,0.190790668171212,0.119341603802287,31.485943093328,174.829334763839,89.214804
,,235,151.072873652741,11.0209222581072,42.7089837204079,0.137078250000002,13.7078250000002,0.00164422228618246,1.38684692220079,41.0613908791145,23.4941425831218,0.239130006875084,23.5910007307423,24.4823843907231,0.00585447274767208,0.585447274767208,2.56372150557918,256.372150557918,0.000225387113600893,0.190106549113174,0.118933335323206,31.6050805628908,174.729322889849,89.036687
,,236,151.710654392011,21.969459873363,94.90367209449,0.0690552500000029,6.90552500000029,0.00327888833058349,2.75947197747116,41.2127826431369,23.5509924948514,0.267063991057991,23.6486851540089,24.5394250884996,0.0065535968024033,0.65535968024033,2.56992554035422,256.992554035422,0.000226424453390535,0.190556027272273,0.119387871635541,31.7242411663702,174.630434928546,88.953101
,,237,151.092671331185,20.4348425326619,112.342842710213,0.0739387499999999,7.39387499999999,0.00304845115867586,2.56549047453546,41.3641843059984,23.4442979169659,0.340111951479903,23.5412160925847,24.4228093876042,0.00830648936143977,0.830648936143977,2.57735558343614,257.735558343614,0.000225398668108545,0.189689158824058,0.118889280038929,31.8433797422074,174.532423232061,88.880673
,,238,150.786522782109,14.6199276806842,78.1438863298027,0.103137666666661,10.313766666666,0.0021849727852218,1.83908411499922,41.5151239030551,23.4395473179057,0.330121909413071,23.5336584579654,24.4139448806953,0.0080595781003206,0.80595781003206,2.58553861716702,258.553861716702,0.000225352994797931,0.18967884442474,0.118699230580737,31.9621739975172,174.433293710316,88.795355
,,239,150.190639027802,8.12353953253226,35.9388740464244,0.184883249999997,18.4883249999997,0.00121794035564385,1.02031087137588,41.6656124839601,23.4212178520998,0.272408397701515,23.5139954191822,24.3916703416906,0.0066444958350435,0.66444958350435,2.5928906541347,259.28906541347,0.000225176771257587,0.188638389910302,0.118177238040764,32.080612231828,174.333106627448,88.661984
,,240,150.510363277007,7.33542371471015,24.343631271222,0.205182916666667,20.5182916666667,0.00139723268850523,0.921537905855613,41.8159629851125,23.5068180186641,0.204111908583495,23.5998015562697,24.4713662282178,0.00499489726648722,0.499489726648722,2.59871035068547,259.871035068547,0.000286688278289511,0.189083835342347,0.118454761453616,32.1989282315752,174.233179104635,88.441241
,,241,151.429779475869,8.57117351095405,33.3927400241924,0.176673333333342,17.6673333333342,0.00172342250325689,1.07506962134813,41.9669330564889,23.6132240966509,0.240045937556205,23.7010792921642,24.5769903430522,0.00589960668920776,0.589960668920776,2.60415760266331,260.415760266331,0.000304482798392087,0.189936133568987,0.11914395301691,32.3177275888104,174.136651686676,88.26636
,,242,150.533104252433,10.710866357838,52.5168907807077,0.140542416666674,14.0542416666674,0.00215398078176604,1.34684354490821,42.1179144983531,23.5327272850122,0.301378006615973,23.6146860296145,24.4903429716601,0.00738085074614043,0.738085074614042,2.61079783138099,261.079783138099,0.000302725664522971,0.18928864667331,0.118502536008163,32.436550833323,174.040969001459,88.092558
,,243,148.748329032532,22.8722184429073,135.393793565345,0.065034500000003,6.5034500000003,0.0046346251340107,2.88257754849928,42.2675552149955,23.3010414814367,0.363079801594884,23.3843045024904,24.2516042725245,0.00880526766762584,0.880526766762584,2.61889089058787,261.889089058787,0.000301410528277833,0.187466989577885,0.117155828203335,32.5543800154287,173.940556440311,87.9926
,,244,148.375378437758,16.7946142413161,93.1103200374938,0.0883470000000012,8.83470000000012,0.00339399484618709,2.12060013903695,42.4161170687307,23.2902170856946,0.33925920374032,23.381552511639,24.2469986183456,0.00822601744435258,0.822601744435258,2.62740653314386,262.740653314386,0.000299849262676095,0.1873486604835,0.11690850203501,32.6714121805479,173.83654536365,87.93767
,,245,147.76384172721,10.227652686492,55.2294545133727,0.144474833333328,14.4474833333328,0.00207194936471318,1.29670028841451,42.5641866788132,23.2888002666548,0.329109817569754,23.3807235942439,24.2449960770889,0.00797926623591013,0.797926623591013,2.63550917498399,263.550917498399,0.000299344539142031,0.187340558051965,0.116529609205197,32.788131236168,173.731374199237,87.80767
,,246,148.018072075793,15.6400211053707,91.7294360414284,0.0946405833333337,9.46405833333337,0.00319079876783683,1.97498703180154,42.7120776357147,23.3449925143667,0.35730400666,23.434890277181,24.2967533920195,0.0086813273357985,0.86813273357985,2.64383947176985,264.383947176985,0.00030197905668736,0.186913924765467,0.116616384547891,32.9047042330445,173.626331852499,87.673282
,,247,149.267647237633,19.2575668328606,77.7792144736473,0.0775111666666663,7.75111666666663,0.00390306376317306,2.42456745425279,42.8607204953714,23.4985179036456,0.246585513657036,23.5860793912177,24.4489530907901,0.00602875765626926,0.602875765626926,2.65119451426588,265.119451426588,0.000302531025857933,0.187931052041162,0.117521422321843,33.0217731364794,173.525184191787,87.611194
,,248,149.82751263813,11.4701951645797,32.5982430128784,0.130623333333335,13.0623333333335,0.00231702081877962,1.44147435860484,43.0102680753093,23.546506112373,0.173848255171864,23.6311796224845,24.4931486884512,0.00425809116315227,0.425809116315227,2.65633793867559,265.633793867559,0.000302656982751726,0.188290185635495,0.117915029407606,33.1394913623441,173.428500303666,87.501549
,,249,149.222795114715,12.319540463939,41.7975579904813,0.121126916666665,12.1126916666665,0.00249079234921452,1.54952259082032,43.1597932291857,23.4722088991876,0.207391800164056,23.5530929051702,24.4118104938488,0.00506280932358311,0.506280932358311,2.66099838891896,266.099838891896,0.000301701997317274,0.187688893731407,0.117460393852325,33.2571790739741,173.332502928457,87.36394
,,250,149.675222527192,14.8937732521642,79.8977800829992,0.100495166666676,10.0495166666676,0.00301580572682405,1.87613355433375,43.3092422380066,23.5789419229276,0.327458933016254,23.6608613380255,24.5201456310243,0.0080293407257384,0.80293407257384,2.66754446394362,266.754446394362,0.000303073899151497,0.188542354231713,0.117854865902648,33.3748367038516,173.236968952027,87.26273
,,251,149.418953487868,12.5861286689394,42.573943911458,0.118717166666674,11.8717166666674,0.00255245093237544,1.5879995403554,43.4587893260142,23.5747285917487,0.206181556102965,23.6546308884501,24.5136281368937,0.00505425799499417,0.505425799499417,2.67408626330399,267.408626330399,0.000303019742747322,0.188522806098973,0.11769418648904,33.4926112300474,173.142586956232,87.154165
,,252,148.677726682624,13.295165139091,65.9115583669877,0.111828416666654,11.1828416666654,0.00269533701958625,1.67667611098634,43.6078376660994,23.4499018099905,0.302403553006063,23.5234717931976,24.3740033440156,0.007370785212212,0.7370785212212,2.68029878490759,268.029878490759,0.000301415271283349,0.187500034754405,0.117098154018505,33.6100074003012,173.046974865474,87.029291
,,253,147.822426825493,10.018966964373,56.6682436239903,0.147542583333334,14.7542583333334,0.00203616925219468,1.26274394110982,43.7560877428535,23.298275934793,0.345229957447297,23.371502151408,24.218579172761,0.00836097905724628,0.836097905724628,2.68816466704232,268.816466704232,0.000300421671572707,0.186308503159859,0.11640999459826,33.7267614746096,172.948963410488,86.921034
,,254,147.828357581028,8.97053021447183,47.8446713089523,0.164793333333343,16.4793333333343,0.00181632226520436,1.12912343950731,43.9039131350567,23.267813059703,0.325925434584446,23.3449622326276,24.1910634476658,0.00788448286724039,0.788448286724039,2.69628739800456,269.628739800456,0.000299317800490595,0.186072015341219,0.116381601925144,33.8431572728713,172.850051712822,86.739623
,,255,149.091626276545,12.503866724991,64.0547386659973,0.119236416666663,11.9236416666663,0.0020297758391331,1.57408287977525,44.0523731269855,23.4681274341387,0.313018870574242,23.547867767944,24.3999906300906,0.00763765750905305,0.763765750905305,2.70404846819271,270.404846819271,0.0002420231976948,0.187688002120743,0.117356367669075,33.9600262576684,172.754404419551,86.607332
,,256,148.944037740721,16.1700597909835,66.6920929438436,0.0921109999999956,9.21109999999956,0.00247367688279682,2.03770404462907,44.2013909589942,23.4738312380486,0.251683058082425,23.5575787718735,24.4079812918447,0.00614307537315009,0.614307537315009,2.71093883463381,271.093883463381,0.000227852851351287,0.187694957254819,0.117259978934838,34.0773344309703,172.661683433571,86.497195
,,257,148.743082487448,14.2381591624974,49.096788457882,0.104467916666664,10.4467916666664,0.00215040895827668,1.78375478642142,44.3502345191082,23.4152872412763,0.210581185724473,23.5085054009457,24.3565881138581,0.00512903920521885,0.512903920521885,2.71657489192299,271.657489192299,0.000224648743852496,0.186345146381636,0.116939380140879,34.1944341105082,172.569005910927,86.412447
,,258,147.746837021328,11.9388006821089,18.2090762477078,0.123753499999993,12.3753499999993,0.00180213113180329,1.49157674117275,44.4984794788626,23.222117864563,0.0932531505925591,23.3205503385801,24.1647269084375,0.00225343691742059,0.225343691742059,2.72026612998431,272.026612998431,0.000223020035019607,0.184587842238712,0.116084276631558,34.3109459388944,172.474726662258,86.285875
,,259,147.66886659786,12.2092855274875,36.9062987311622,0.120948000000003,12.0948000000003,0.00185111350665236,1.53056923380211,44.6461873306722,23.2872189751819,0.184211047072606,23.3902131893709,24.2316793149618,0.00446374301893672,0.446374301893672,2.72362471995249,272.362471995249,0.000223888476402596,0.185119287689902,0.116107945576876,34.4270420499986,172.379101662827,86.170387
,,260,148.708209760732,13.0760081037525,65.2661002781823,0.113725999999997,11.3725999999997,0.00198311914330981,1.63962417431094,44.7943758688515,23.4581877141222,0.303997568151516,23.5637314080834,24.4161575547109,0.00742245252023639,0.742245252023639,2.72956781772208,272.956781772208,0.000225532207692047,0.186467898847681,0.116931135551774,34.543561590563,172.286061034044,86.045757
,,261,148.005091687304,14.4673030669278,69.7082030321068,0.102303166666663,10.2303166666663,0.00219774853658974,1.81704278567198,44.9427325195756,23.3858393833446,0.292973858298421,23.4884089850107,24.3413182126415,0.00713136991282721,0.713136991282721,2.73684472893861,273.684472893861,0.000224836634830155,0.185889230943058,0.116418983182869,34.6602366499303,172.194377469638,85.942879
,,262,148.724768145746,11.2172654376631,52.8603672223515,0.132585583333339,13.2585583333339,0.00171416658753057,1.41121068362506,45.0910974494921,23.5389394232373,0.286034054299679,23.6441133093403,24.502406332524,0.00700852262338999,0.700852262338999,2.74391467520672,274.391467520672,0.000227273776938259,0.187106191694669,0.117027585368284,34.7769599342059,172.103425379741,85.830523
,,263,148.056995687363,8.64076544561519,55.0287642498431,0.171347083333335,17.1347083333335,0.00131666100021266,1.087400627554,45.2394883314086,23.4404004874695,0.38629279939387,23.5498462928909,24.4089930447664,0.00942901825364831,0.942901825364831,2.75213344564524,275.213344564524,0.000225606022125191,0.186322925946215,0.116509502067229,34.8937284779236,172.013263617523,85.676153
,,264,147.34353592402,9.82625970033232,45.385261043105,0.149948749999999,14.9948749999999,0.00150118922365056,1.23596747893179,45.3871885972143,23.3139494160638,0.28024644470345,23.4301320253029,24.2838519112655,0.00680546316183724,0.680546316183724,2.76025068635298,276.025068635298,0.00022510144759987,0.185331778506473,0.1159360055391,35.0099512317268,171.921168928842,85.502976
