s,kg/m2,C,C
Time,"null","null","null"
 1.6704000E+004, 9.2944906E-004, 5.7642000E+002, 5.7637309E+002
 1.6728000E+004, 9.2944906E-004, 5.7722000E+002, 5.7717310E+002
 1.6752000E+004, 9.2944906E-004, 5.7802000E+002, 5.7797310E+002
 1.6776000E+004, 9.2944906E-004, 5.7882000E+002, 5.7877310E+002
 1.6800000E+004, 9.2944906E-004, 5.7962000E+002, 5.7957310E+002
 1.6824000E+004, 9.2944906E-004, 5.8042000E+002, 5.8037310E+002
 1.6848000E+004, 9.2944906E-004, 5.8122000E+002, 5.8117310E+002
 1.6872000E+004, 9.2944906E-004, 5.8202000E+002, 5.8197310E+002
 1.6896000E+004, 9.2944906E-004, 5.8282000E+002, 5.8277310E+002
 1.6920000E+004, 9.2944906E-004, 5.8362000E+002, 5.8357310E+002
 1.6944000E+004, 9.2944906E-004, 5.8442000E+002, 5.8437310E+002
 1.6968000E+004, 9.2944906E-004, 5.8522000E+002, 5.8517310E+002
 1.6992000E+004, 9.2944906E-004, 5.8602000E+002, 5.8597310E+002
 1.7016000E+004, 9.2944906E-004, 5.8682000E+002, 5.8677310E+002
 1.7040000E+004, 9.2944906E-004, 5.8762000E+002, 5.8757310E+002
 1.7064000E+004, 9.2944906E-004, 5.8842000E+002, 5.8837310E+002
 1.7088000E+004, 9.2944906E-004, 5.8922000E+002, 5.8917311E+002
 1.7112000E+004, 9.2944906E-004, 5.9002000E+002, 5.8997311E+002
 1.7136000E+004, 9.2944906E-004, 5.9082000E+002, 5.9077311E+002
 1.7160000E+004, 9.2944906E-004, 5.9162000E+002, 5.9157311E+002
 1.7184000E+004, 9.2944906E-004, 5.9242000E+002, 5.9237311E+002
 1.7208000E+004, 9.2944906E-004, 5.9322000E+002, 5.9317311E+002
 1.7232000E+004, 9.2944906E-004, 5.9402000E+002, 5.9397311E+002
 1.7256000E+004, 9.2944906E-004, 5.9482000E+002, 5.9477311E+002
 1.7280000E+004, 9.2944906E-004, 5.9562000E+002, 5.9557311E+002
 1.7304000E+004, 9.2944906E-004, 5.9642000E+002, 5.9637311E+002
 1.7328000E+004, 9.2944906E-004, 5.9722000E+002, 5.9717311E+002
 1.7352000E+004, 9.2944906E-004, 5.9802000E+002, 5.9797311E+002
 1.7376000E+004, 9.2944906E-004, 5.9882000E+002, 5.9877311E+002
 1.7400000E+004, 9.2944906E-004, 5.9962000E+002, 5.9957311E+002
 1.7424000E+004, 9.2944906E-004, 6.0042000E+002, 6.0037311E+002
 1.7448000E+004, 9.2944906E-004, 6.0122000E+002, 6.0117311E+002
 1.7472000E+004, 9.2944906E-004, 6.0202000E+002, 6.0197312E+002
 1.7496000E+004, 9.2944906E-004, 6.0282000E+002, 6.0277312E+002
 1.7520000E+004, 9.2944906E-004, 6.0362000E+002, 6.0357312E+002
 1.7544000E+004, 9.2944906E-004, 6.0442000E+002, 6.0437312E+002
 1.7568000E+004, 9.2944906E-004, 6.0522000E+002, 6.0517312E+002
 1.7592000E+004, 9.2944906E-004, 6.0602000E+002, 6.0597312E+002
 1.7616000E+004, 9.2944906E-004, 6.0682000E+002, 6.0677312E+002
 1.7640000E+004, 9.2944906E-004, 6.0762000E+002, 6.0757312E+002
 1.7664000E+004, 9.2944906E-004, 6.0842000E+002, 6.0837312E+002
 1.7688000E+004, 9.2944906E-004, 6.0922000E+002, 6.0917312E+002
 1.7712000E+004, 9.2944906E-004, 6.1002000E+002, 6.0997312E+002
 1.7736000E+004, 9.2944906E-004, 6.1082000E+002, 6.1077312E+002
 1.7760000E+004, 9.2944906E-004, 6.1162000E+002, 6.1157312E+002
 1.7784000E+004, 9.2944906E-004, 6.1242000E+002, 6.1237312E+002
 1.7808000E+004, 9.2944906E-004, 6.1322000E+002, 6.1317312E+002
 1.7832000E+004, 9.2944906E-004, 6.1402000E+002, 6.1397312E+002
 1.7856000E+004, 9.2944906E-004, 6.1482000E+002, 6.1477313E+002
 1.7880000E+004, 9.2944906E-004, 6.1562000E+002, 6.1557313E+002
 1.7904000E+004, 9.2944906E-004, 6.1642000E+002, 6.1637313E+002
 1.7928000E+004, 9.2944906E-004, 6.1722000E+002, 6.1717313E+002
 1.7952000E+004, 9.2944906E-004, 6.1802000E+002, 6.1797313E+002
 1.7976000E+004, 9.2944906E-004, 6.1882000E+002, 6.1877313E+002
 1.8000000E+004, 9.2944906E-004, 6.1962000E+002, 6.1957313E+002
 1.8024000E+004, 9.2944906E-004, 6.2042000E+002, 6.2037313E+002
 1.8048000E+004, 9.2944906E-004, 6.2122000E+002, 6.2117313E+002
 1.8072000E+004, 9.2944906E-004, 6.2202000E+002, 6.2197313E+002
 1.8096000E+004, 9.2944906E-004, 6.2282000E+002, 6.2277313E+002
 1.8120000E+004, 9.2944906E-004, 6.2362000E+002, 6.2357313E+002
 1.8144000E+004, 9.2944906E-004, 6.2442000E+002, 6.2437313E+002
 1.8168000E+004, 9.2944906E-004, 6.2522000E+002, 6.2517313E+002
 1.8192000E+004, 9.2944906E-004, 6.2602000E+002, 6.2597313E+002
 1.8216000E+004, 9.2944906E-004, 6.2682000E+002, 6.2677313E+002
 1.8240000E+004, 9.2944906E-004, 6.2762000E+002, 6.2757313E+002
 1.8264000E+004, 9.2944906E-004, 6.2842000E+002, 6.2837313E+002
 1.8288000E+004, 9.2944906E-004, 6.2922000E+002, 6.2917314E+002
 1.8312000E+004, 9.2944906E-004, 6.3002000E+002, 6.2997314E+002
 1.8336000E+004, 9.2944906E-004, 6.3082000E+002, 6.3077314E+002
 1.8360000E+004, 9.2944906E-004, 6.3162000E+002, 6.3157314E+002
 1.8384000E+004, 9.2944906E-004, 6.3242000E+002, 6.3237314E+002
 1.8408000E+004, 9.2944906E-004, 6.3322000E+002, 6.3317314E+002
 1.8432000E+004, 9.2944906E-004, 6.3402000E+002, 6.3397314E+002
 1.8456000E+004, 9.2944906E-004, 6.3482000E+002, 6.3477314E+002
 1.8480000E+004, 9.2944906E-004, 6.3562000E+002, 6.3557314E+002
 1.8504000E+004, 9.2944906E-004, 6.3642000E+002, 6.3637314E+002
 1.8528000E+004, 9.2944906E-004, 6.3722000E+002, 6.3717314E+002
 1.8552000E+004, 9.2944906E-004, 6.3802000E+002, 6.3797314E+002
 1.8576000E+004, 9.2944906E-004, 6.3882000E+002, 6.3877314E+002
 1.8600000E+004, 9.2944906E-004, 6.3962000E+002, 6.3957314E+002
 1.8624000E+004, 9.2944906E-004, 6.4042000E+002, 6.4037314E+002
 1.8648000E+004, 9.2944906E-004, 6.4122000E+002, 6.4117314E+002
 1.8672000E+004, 9.2944906E-004, 6.4202000E+002, 6.4197314E+002
 1.8696000E+004, 9.2944906E-004, 6.4282000E+002, 6.4277314E+002
 1.8720000E+004, 9.2944906E-004, 6.4362000E+002, 6.4357314E+002
 1.8744000E+004, 9.2944906E-004, 6.4442000E+002, 6.4437314E+002
 1.8768000E+004, 9.2944906E-004, 6.4522000E+002, 6.4517315E+002
 1.8792000E+004, 9.2944906E-004, 6.4602000E+002, 6.4597315E+002
 1.8816000E+004, 9.2944906E-004, 6.4682000E+002, 6.4677315E+002
 1.8840000E+004, 9.2944906E-004, 6.4762000E+002, 6.4757315E+002
 1.8864000E+004, 9.2944906E-004, 6.4842000E+002, 6.4837315E+002
 1.8888000E+004, 9.2944906E-004, 6.4922000E+002, 6.4917315E+002
 1.8912000E+004, 9.2944906E-004, 6.5002000E+002, 6.4997315E+002
 1.8936000E+004, 9.2944906E-004, 6.5082000E+002, 6.5077315E+002
 1.8960000E+004, 9.2944906E-004, 6.5162000E+002, 6.5157315E+002
 1.8984000E+004, 9.2944906E-004, 6.5242000E+002, 6.5237315E+002
 1.9008000E+004, 9.2944906E-004, 6.5322000E+002, 6.5317315E+002
 1.9032000E+004, 9.2944906E-004, 6.5402000E+002, 6.5397315E+002
 1.9056000E+004, 9.2944906E-004, 6.5482000E+002, 6.5477315E+002
 1.9080000E+004, 9.2944906E-004, 6.5562000E+002, 6.5557315E+002
 1.9104000E+004, 9.2944906E-004, 6.5642000E+002, 6.5637315E+002
 1.9128000E+004, 9.2944906E-004, 6.5722000E+002, 6.5717315E+002
 1.9152000E+004, 9.2944906E-004, 6.5802000E+002, 6.5797315E+002
 1.9176000E+004, 9.2944906E-004, 6.5882000E+002, 6.5877315E+002
 1.9200000E+004, 9.2944906E-004, 6.5962000E+002, 6.5957315E+002
 1.9224000E+004, 9.2944906E-004, 6.6042000E+002, 6.6037315E+002
 1.9248000E+004, 9.2944906E-004, 6.6122000E+002, 6.6117316E+002
 1.9272000E+004, 9.2944906E-004, 6.6202000E+002, 6.6197316E+002
 1.9296000E+004, 9.2944906E-004, 6.6282000E+002, 6.6277316E+002
 1.9320000E+004, 9.2944906E-004, 6.6362000E+002, 6.6357316E+002
 1.9344000E+004, 9.2944906E-004, 6.6442000E+002, 6.6437316E+002
 1.9368000E+004, 9.2944906E-004, 6.6522000E+002, 6.6517316E+002
 1.9392000E+004, 9.2944906E-004, 6.6602000E+002, 6.6597316E+002
 1.9416000E+004, 9.2944906E-004, 6.6682000E+002, 6.6677316E+002
 1.9440000E+004, 9.2944906E-004, 6.6762000E+002, 6.6757316E+002
 1.9464000E+004, 9.2944906E-004, 6.6842000E+002, 6.6837316E+002
 1.9488000E+004, 9.2944906E-004, 6.6922000E+002, 6.6917316E+002
 1.9512000E+004, 9.2944906E-004, 6.7002000E+002, 6.6997316E+002
 1.9536000E+004, 9.2944906E-004, 6.7082000E+002, 6.7077316E+002
 1.9560000E+004, 9.2944906E-004, 6.7162000E+002, 6.7157316E+002
 1.9584000E+004, 9.2944906E-004, 6.7242000E+002, 6.7237316E+002
 1.9608000E+004, 9.2944906E-004, 6.7322000E+002, 6.7317316E+002
 1.9632000E+004, 9.2944906E-004, 6.7402000E+002, 6.7397316E+002
 1.9656000E+004, 9.2944906E-004, 6.7482000E+002, 6.7477316E+002
 1.9680000E+004, 9.2944906E-004, 6.7562000E+002, 6.7557316E+002
 1.9704000E+004, 9.2944906E-004, 6.7642000E+002, 6.7637316E+002
 1.9728000E+004, 9.2944906E-004, 6.7722000E+002, 6.7717316E+002
 1.9752000E+004, 9.2944906E-004, 6.7802000E+002, 6.7797316E+002
 1.9776000E+004, 9.2944906E-004, 6.7882000E+002, 6.7877316E+002
 1.9800000E+004, 9.2944906E-004, 6.7962000E+002, 6.7957317E+002
 1.9824000E+004, 9.2944906E-004, 6.8042000E+002, 6.8037317E+002
 1.9848000E+004, 9.2944906E-004, 6.8122000E+002, 6.8117317E+002
 1.9872000E+004, 9.2944906E-004, 6.8202000E+002, 6.8197317E+002
 1.9896000E+004, 9.2944906E-004, 6.8282000E+002, 6.8277317E+002
 1.9920000E+004, 9.2944906E-004, 6.8362000E+002, 6.8357317E+002
 1.9944000E+004, 9.2944906E-004, 6.8442000E+002, 6.8437317E+002
 1.9968000E+004, 9.2944906E-004, 6.8522000E+002, 6.8517317E+002
 1.9992000E+004, 9.2944906E-004, 6.8602000E+002, 6.8597317E+002
 2.0016000E+004, 9.2944906E-004, 6.8682000E+002, 6.8677317E+002
 2.0040000E+004, 9.2944906E-004, 6.8762000E+002, 6.8757317E+002
 2.0064000E+004, 9.2944906E-004, 6.8842000E+002, 6.8837317E+002
 2.0088000E+004, 9.2944906E-004, 6.8922000E+002, 6.8917317E+002
 2.0112000E+004, 9.2944906E-004, 6.9002000E+002, 6.8997317E+002
 2.0136000E+004, 9.2944906E-004, 6.9082000E+002, 6.9077317E+002
 2.0160000E+004, 9.2944906E-004, 6.9162000E+002, 6.9157317E+002
 2.0184000E+004, 9.2944906E-004, 6.9242000E+002, 6.9237317E+002
 2.0208000E+004, 9.2944906E-004, 6.9322000E+002, 6.9317317E+002
 2.0232000E+004, 9.2944906E-004, 6.9402000E+002, 6.9397317E+002
 2.0256000E+004, 9.2944906E-004, 6.9482000E+002, 6.9477317E+002
 2.0280000E+004, 9.2944906E-004, 6.9562000E+002, 6.9557317E+002
 2.0304000E+004, 9.2944906E-004, 6.9642000E+002, 6.9637317E+002
 2.0328000E+004, 9.2944906E-004, 6.9722000E+002, 6.9717317E+002
 2.0352000E+004, 9.2944906E-004, 6.9802000E+002, 6.9797317E+002
 2.0376000E+004, 9.2944906E-004, 6.9882000E+002, 6.9877318E+002
 2.0400000E+004, 9.2944906E-004, 6.9962000E+002, 6.9957318E+002
 2.0424000E+004, 9.2944906E-004, 7.0042000E+002, 7.0037318E+002
 2.0448000E+004, 9.2944906E-004, 7.0122000E+002, 7.0117318E+002
 2.0472000E+004, 9.2944906E-004, 7.0202000E+002, 7.0197318E+002
 2.0496000E+004, 9.2944906E-004, 7.0282000E+002, 7.0277318E+002
 2.0520000E+004, 9.2944906E-004, 7.0362000E+002, 7.0357318E+002
 2.0544000E+004, 9.2944906E-004, 7.0442000E+002, 7.0437318E+002
 2.0568000E+004, 9.2944906E-004, 7.0522000E+002, 7.0517318E+002
 2.0592000E+004, 9.2944906E-004, 7.0602000E+002, 7.0597318E+002
 2.0616000E+004, 9.2944906E-004, 7.0682000E+002, 7.0677318E+002
 2.0640000E+004, 9.2944906E-004, 7.0762000E+002, 7.0757318E+002
 2.0664000E+004, 9.2944906E-004, 7.0842000E+002, 7.0837318E+002
 2.0688000E+004, 9.2944906E-004, 7.0922000E+002, 7.0917318E+002
 2.0712000E+004, 9.2944906E-004, 7.1002000E+002, 7.0997318E+002
 2.0736000E+004, 9.2944906E-004, 7.1082000E+002, 7.1077318E+002
 2.0760000E+004, 9.2944906E-004, 7.1162000E+002, 7.1157318E+002
 2.0784000E+004, 9.2944906E-004, 7.1242000E+002, 7.1237318E+002
 2.0808000E+004, 9.2944906E-004, 7.1322000E+002, 7.1317318E+002
 2.0832000E+004, 9.2944906E-004, 7.1402000E+002, 7.1397318E+002
 2.0856000E+004, 9.2944906E-004, 7.1482000E+002, 7.1477318E+002
 2.0880000E+004, 9.2944906E-004, 7.1562000E+002, 7.1557318E+002
 2.0904000E+004, 9.2944906E-004, 7.1642000E+002, 7.1637318E+002
 2.0928000E+004, 9.2944906E-004, 7.1722000E+002, 7.1717318E+002
 2.0952000E+004, 9.2944906E-004, 7.1802000E+002, 7.1797318E+002
 2.0976000E+004, 9.2944906E-004, 7.1882000E+002, 7.1877318E+002
 2.1000000E+004, 9.2944906E-004, 7.1962000E+002, 7.1957319E+002
 2.1024000E+004, 9.2944906E-004, 7.2042000E+002, 7.2037319E+002
 2.1048000E+004, 9.2944906E-004, 7.2122000E+002, 7.2117319E+002
 2.1072000E+004, 9.2944906E-004, 7.2202000E+002, 7.2197319E+002
 2.1096000E+004, 9.2944906E-004, 7.2282000E+002, 7.2277319E+002
 2.1120000E+004, 9.2944906E-004, 7.2362000E+002, 7.2357319E+002
 2.1144000E+004, 9.2944906E-004, 7.2442000E+002, 7.2437319E+002
 2.1168000E+004, 9.2944906E-004, 7.2522000E+002, 7.2517319E+002
 2.1192000E+004, 9.2944906E-004, 7.2602000E+002, 7.2597319E+002
 2.1216000E+004, 9.2944906E-004, 7.2682000E+002, 7.2677319E+002
 2.1240000E+004, 9.2944906E-004, 7.2762000E+002, 7.2757319E+002
 2.1264000E+004, 9.2944906E-004, 7.2842000E+002, 7.2837319E+002
 2.1288000E+004, 9.2944906E-004, 7.2922000E+002, 7.2917319E+002
 2.1312000E+004, 9.2944906E-004, 7.3002000E+002, 7.2997319E+002
 2.1336000E+004, 9.2944906E-004, 7.3082000E+002, 7.3077319E+002
 2.1360000E+004, 9.2944906E-004, 7.3162000E+002, 7.3157319E+002
 2.1384000E+004, 9.2944906E-004, 7.3242000E+002, 7.3237319E+002
 2.1408000E+004, 9.2944906E-004, 7.3322000E+002, 7.3317319E+002
 2.1432000E+004, 9.2944906E-004, 7.3402000E+002, 7.3397319E+002
 2.1456000E+004, 9.2944906E-004, 7.3482000E+002, 7.3477319E+002
 2.1480000E+004, 9.2944906E-004, 7.3562000E+002, 7.3557319E+002
 2.1504000E+004, 9.2944906E-004, 7.3642000E+002, 7.3637319E+002
 2.1528000E+004, 9.2944906E-004, 7.3722000E+002, 7.3717319E+002
 2.1552000E+004, 9.2944906E-004, 7.3802000E+002, 7.3797319E+002
 2.1576000E+004, 9.2944906E-004, 7.3882000E+002, 7.3877319E+002
 2.1600000E+004, 9.2944906E-004, 7.3962000E+002, 7.3957319E+002
 2.1624000E+004, 9.2944906E-004, 7.4042000E+002, 7.4037319E+002
 2.1648000E+004, 9.2944906E-004, 7.4122000E+002, 7.4117319E+002
 2.1672000E+004, 9.2944906E-004, 7.4202000E+002, 7.4197320E+002
 2.1696000E+004, 9.2944906E-004, 7.4282000E+002, 7.4277320E+002
 2.1720000E+004, 9.2944906E-004, 7.4362000E+002, 7.4357320E+002
 2.1744000E+004, 9.2944906E-004, 7.4442000E+002, 7.4437320E+002
 2.1768000E+004, 9.2944906E-004, 7.4522000E+002, 7.4517320E+002
 2.1792000E+004, 9.2944906E-004, 7.4602000E+002, 7.4597320E+002
 2.1816000E+004, 9.2944906E-004, 7.4682000E+002, 7.4677320E+002
 2.1840000E+004, 9.2944906E-004, 7.4762000E+002, 7.4757320E+002
 2.1864000E+004, 9.2944906E-004, 7.4842000E+002, 7.4837320E+002
 2.1888000E+004, 9.2944906E-004, 7.4922000E+002, 7.4917320E+002
 2.1912000E+004, 9.2944906E-004, 7.5002000E+002, 7.4997320E+002
 2.1936000E+004, 9.2944906E-004, 7.5082000E+002, 7.5077320E+002
 2.1960000E+004, 9.2944906E-004, 7.5162000E+002, 7.5157320E+002
 2.1984000E+004, 9.2944906E-004, 7.5242000E+002, 7.5237320E+002
 2.2008000E+004, 9.2944906E-004, 7.5322000E+002, 7.5317320E+002
 2.2032000E+004, 9.2944906E-004, 7.5402000E+002, 7.5397320E+002
 2.2056000E+004, 9.2944906E-004, 7.5482000E+002, 7.5477320E+002
 2.2080000E+004, 9.2944906E-004, 7.5562000E+002, 7.5557320E+002
 2.2104000E+004, 9.2944906E-004, 7.5642000E+002, 7.5637320E+002
 2.2128000E+004, 9.2944906E-004, 7.5722000E+002, 7.5717320E+002
 2.2152000E+004, 9.2944906E-004, 7.5802000E+002, 7.5797320E+002
 2.2176000E+004, 9.2944906E-004, 7.5882000E+002, 7.5877320E+002
 2.2200000E+004, 9.2944906E-004, 7.5962000E+002, 7.5957320E+002
 2.2224000E+004, 9.2944906E-004, 7.6042000E+002, 7.6037320E+002
 2.2248000E+004, 9.2944906E-004, 7.6122000E+002, 7.6117320E+002
 2.2272000E+004, 9.2944906E-004, 7.6202000E+002, 7.6197320E+002
 2.2296000E+004, 9.2944906E-004, 7.6282000E+002, 7.6277320E+002
 2.2320000E+004, 9.2944906E-004, 7.6362000E+002, 7.6357320E+002
 2.2344000E+004, 9.2944906E-004, 7.6442000E+002, 7.6437320E+002
 2.2368000E+004, 9.2944906E-004, 7.6522000E+002, 7.6517320E+002
 2.2392000E+004, 9.2944906E-004, 7.6602000E+002, 7.6597320E+002
 2.2416000E+004, 9.2944906E-004, 7.6682000E+002, 7.6677320E+002
 2.2440000E+004, 9.2944906E-004, 7.6762000E+002, 7.6757321E+002
 2.2464000E+004, 9.2944906E-004, 7.6842000E+002, 7.6837321E+002
 2.2488000E+004, 9.2944906E-004, 7.6922000E+002, 7.6917321E+002
 2.2512000E+004, 9.2944906E-004, 7.7002000E+002, 7.6997321E+002
 2.2536000E+004, 9.2944906E-004, 7.7082000E+002, 7.7077321E+002
 2.2560000E+004, 9.2944906E-004, 7.7162000E+002, 7.7157321E+002
 2.2584000E+004, 9.2944906E-004, 7.7242000E+002, 7.7237321E+002
 2.2608000E+004, 9.2944906E-004, 7.7322000E+002, 7.7317321E+002
 2.2632000E+004, 9.2944906E-004, 7.7402000E+002, 7.7397321E+002
 2.2656000E+004, 9.2944906E-004, 7.7482000E+002, 7.7477321E+002
 2.2680000E+004, 9.2944906E-004, 7.7562000E+002, 7.7557321E+002
 2.2704000E+004, 9.2944906E-004, 7.7642000E+002, 7.7637321E+002
 2.2728000E+004, 9.2944906E-004, 7.7722000E+002, 7.7717321E+002
 2.2752000E+004, 9.2944906E-004, 7.7802000E+002, 7.7797321E+002
 2.2776000E+004, 9.2944906E-004, 7.7882000E+002, 7.7877321E+002
 2.2800000E+004, 9.2944906E-004, 7.7962000E+002, 7.7957321E+002
 2.2824000E+004, 9.2944906E-004, 7.8042000E+002, 7.8037321E+002
 2.2848000E+004, 9.2944906E-004, 7.8122000E+002, 7.8117321E+002
 2.2872000E+004, 9.2944906E-004, 7.8202000E+002, 7.8197321E+002
 2.2896000E+004, 9.2944906E-004, 7.8282000E+002, 7.8277321E+002
 2.2920000E+004, 9.2944906E-004, 7.8362000E+002, 7.8357321E+002
 2.2944000E+004, 9.2944906E-004, 7.8442000E+002, 7.8437321E+002
 2.2968000E+004, 9.2944906E-004, 7.8522000E+002, 7.8517321E+002
 2.2992000E+004, 9.2944906E-004, 7.8602000E+002, 7.8597321E+002
 2.3016000E+004, 9.2944906E-004, 7.8682000E+002, 7.8677321E+002
 2.3040000E+004, 9.2944906E-004, 7.8762000E+002, 7.8757321E+002
 2.3064000E+004, 9.2944906E-004, 7.8842000E+002, 7.8837321E+002
 2.3088000E+004, 9.2944906E-004, 7.8922000E+002, 7.8917321E+002
 2.3112000E+004, 9.2944906E-004, 7.9002000E+002, 7.8997321E+002
 2.3136000E+004, 9.2944906E-004, 7.9082000E+002, 7.9077321E+002
 2.3160000E+004, 9.2944906E-004, 7.9162000E+002, 7.9157321E+002
 2.3184000E+004, 9.2944906E-004, 7.9242000E+002, 7.9237321E+002
 2.3208000E+004, 9.2944906E-004, 7.9322000E+002, 7.9317321E+002
 2.3232000E+004, 9.2944906E-004, 7.9402000E+002, 7.9397321E+002
 2.3256000E+004, 9.2944906E-004, 7.9482000E+002, 7.9477322E+002
 2.3280000E+004, 9.2944906E-004, 7.9562000E+002, 7.9557322E+002
 2.3304000E+004, 9.2944906E-004, 7.9642000E+002, 7.9637322E+002
 2.3328000E+004, 9.2944906E-004, 7.9722000E+002, 7.9717322E+002
 2.3352000E+004, 9.2944906E-004, 7.9802000E+002, 7.9797322E+002
 2.3376000E+004, 9.2944906E-004, 7.9882000E+002, 7.9877322E+002
 2.3400000E+004, 9.2944906E-004, 7.9962000E+002, 7.9957322E+002
 2.3424000E+004, 9.2944906E-004, 8.0042000E+002, 8.0037322E+002
 2.3448000E+004, 9.2944906E-004, 8.0122000E+002, 8.0117322E+002
 2.3472000E+004, 9.2944906E-004, 8.0202000E+002, 8.0197322E+002
 2.3496000E+004, 9.2944906E-004, 8.0282000E+002, 8.0277322E+002
 2.3520000E+004, 9.2944906E-004, 8.0362000E+002, 8.0357322E+002
 2.3544000E+004, 9.2944906E-004, 8.0442000E+002, 8.0437322E+002
 2.3568000E+004, 9.2944906E-004, 8.0522000E+002, 8.0517322E+002
 2.3592000E+004, 9.2944906E-004, 8.0602000E+002, 8.0597322E+002
 2.3616000E+004, 9.2944906E-004, 8.0682000E+002, 8.0677322E+002
 2.3640000E+004, 9.2944906E-004, 8.0762000E+002, 8.0757322E+002
 2.3664000E+004, 9.2944906E-004, 8.0842000E+002, 8.0837322E+002
 2.3688000E+004, 9.2944906E-004, 8.0922000E+002, 8.0917322E+002
 2.3712000E+004, 9.2944906E-004, 8.1002000E+002, 8.0997322E+002
 2.3736000E+004, 9.2944906E-004, 8.1082000E+002, 8.1077322E+002
 2.3760000E+004, 9.2944906E-004, 8.1162000E+002, 8.1157322E+002
 2.3784000E+004, 9.2944906E-004, 8.1242000E+002, 8.1237322E+002
 2.3808000E+004, 9.2944906E-004, 8.1322000E+002, 8.1317322E+002
 2.3832000E+004, 9.2944906E-004, 8.1402000E+002, 8.1397322E+002
 2.3856000E+004, 9.2944906E-004, 8.1482000E+002, 8.1477322E+002
 2.3880000E+004, 9.2944906E-004, 8.1562000E+002, 8.1557322E+002
 2.3904000E+004, 9.2944906E-004, 8.1642000E+002, 8.1637322E+002
 2.3928000E+004, 9.2944906E-004, 8.1722000E+002, 8.1717322E+002
 2.3952000E+004, 9.2944906E-004, 8.1802000E+002, 8.1797322E+002
 2.3976000E+004, 9.2944906E-004, 8.1882000E+002, 8.1877322E+002
 2.4000000E+004, 9.2944906E-004, 8.1962000E+002, 8.1957322E+002
