Time,Temp,Mass,MLR,MCC,DSC
 1.3040000E+003, 6.7200238E+002, 3.3922064E-001, 3.8288486E-005, 1.4256932E+000, 2.0819242E-001
 1.3060000E+003, 6.7300238E+002, 3.3914462E-001, 3.7764643E-005, 1.4061435E+000, 2.0786741E-001
 1.3080000E+003, 6.7400238E+002, 3.3906960E-001, 3.7249309E-005, 1.3869128E+000, 2.0754743E-001
 1.3100000E+003, 6.7500238E+002, 3.3899561E-001, 3.6742324E-005, 1.3679948E+000, 2.0723239E-001
 1.3120000E+003, 6.7600238E+002, 3.3892262E-001, 3.6243528E-005, 1.3493835E+000, 2.0692229E-001
 1.3140000E+003, 6.7700238E+002, 3.3885065E-001, 3.5752757E-005, 1.3310728E+000, 2.0661691E-001
 1.3160000E+003, 6.7800238E+002, 3.3877963E-001, 3.5269866E-005, 1.3130569E+000, 2.0631620E-001
 1.3180000E+003, 6.7900238E+002, 3.3870956E-001, 3.4794699E-005, 1.2953305E+000, 2.0602016E-001
 1.3200000E+003, 6.8000238E+002, 3.3864045E-001, 3.4327113E-005, 1.2778878E+000, 2.0572861E-001
 1.3220000E+003, 6.8100238E+002, 3.3857223E-001, 3.3866960E-005, 1.2607234E+000, 2.0544150E-001
 1.3240000E+003, 6.8200238E+002, 3.3850497E-001, 3.3414104E-005, 1.2438321E+000, 2.0515878E-001
 1.3260000E+003, 6.8300238E+002, 3.3843860E-001, 3.2968408E-005, 1.2272087E+000, 2.0488037E-001
 1.3280000E+003, 6.8400238E+002, 3.3837309E-001, 3.2529737E-005, 1.2108483E+000, 2.0460615E-001
 1.3300000E+003, 6.8500238E+002, 3.3830848E-001, 3.2097960E-005, 1.1947459E+000, 2.0433612E-001
 1.3320000E+003, 6.8600238E+002, 3.3824471E-001, 3.1672953E-005, 1.1788965E+000, 2.0407008E-001
 1.3340000E+003, 6.8700238E+002, 3.3818179E-001, 3.1254585E-005, 1.1632957E+000, 2.0380801E-001
 1.3360000E+003, 6.8800238E+002, 3.3811969E-001, 3.0842737E-005, 1.1479388E+000, 2.0354995E-001
 1.3380000E+003, 6.8900238E+002, 3.3805841E-001, 3.0437288E-005, 1.1328213E+000, 2.0329572E-001
 1.3400000E+003, 6.9000238E+002, 3.3799794E-001, 3.0038122E-005, 1.1179388E+000, 2.0304525E-001
 1.3420000E+003, 6.9100238E+002, 3.3793825E-001, 2.9645125E-005, 1.1032869E+000, 2.0279847E-001
 1.3440000E+003, 6.9200238E+002, 3.3787936E-001, 2.9258184E-005, 1.0888615E+000, 2.0255537E-001
 1.3460000E+003, 6.9300238E+002, 3.3782122E-001, 2.8877190E-005, 1.0746584E+000, 2.0231588E-001
 1.3480000E+003, 6.9400238E+002, 3.3776385E-001, 2.8502034E-005, 1.0606737E+000, 2.0207997E-001
 1.3500000E+003, 6.9500238E+002, 3.3770722E-001, 2.8132616E-005, 1.0469034E+000, 2.0184754E-001
 1.3520000E+003, 6.9600238E+002, 3.3765131E-001, 2.7768827E-005, 1.0333436E+000, 2.0161836E-001
 1.3540000E+003, 6.9700238E+002, 3.3759615E-001, 2.7410571E-005, 1.0199906E+000, 2.0139265E-001
 1.3560000E+003, 6.9800238E+002, 3.3754167E-001, 2.7057748E-005, 1.0068406E+000, 2.0117019E-001
 1.3580000E+003, 6.9900238E+002, 3.3748791E-001, 2.6710260E-005, 9.9389005E-001, 2.0095102E-001
 1.3600000E+003, 7.0000238E+002, 3.3743483E-001, 2.6368016E-005, 9.8113537E-001, 2.0073499E-001
 1.3620000E+003, 7.0100238E+002, 3.3738244E-001, 2.6030921E-005, 9.6857321E-001, 2.0052211E-001
 1.3640000E+003, 7.0200238E+002, 3.3733070E-001, 2.5698886E-005, 9.5620006E-001, 2.0031218E-001
 1.3660000E+003, 7.0300238E+002, 3.3727965E-001, 2.5371821E-005, 9.4401258E-001, 2.0010555E-001
 1.3680000E+003, 7.0400238E+002, 3.3722922E-001, 2.5049640E-005, 9.3200761E-001, 1.9990161E-001
 1.3700000E+003, 7.0500238E+002, 3.3717945E-001, 2.4732259E-005, 9.2018193E-001, 1.9970082E-001
 1.3720000E+003, 7.0600238E+002, 3.3713028E-001, 2.4419593E-005, 9.0853232E-001, 1.9950277E-001
 1.3740000E+003, 7.0700238E+002, 3.3708176E-001, 2.4111561E-005, 8.9705586E-001, 1.9930752E-001
 1.3760000E+003, 7.0800238E+002, 3.3703384E-001, 2.3808085E-005, 8.8574952E-001, 1.9911519E-001
 1.3780000E+003, 7.0900238E+002, 3.3698654E-001, 2.3509083E-005, 8.7461025E-001, 1.9892554E-001
 1.3800000E+003, 7.1000238E+002, 3.3693981E-001, 2.3214481E-005, 8.6363530E-001, 1.9873853E-001
 1.3820000E+003, 7.1100238E+002, 3.3689368E-001, 2.2924201E-005, 8.5282183E-001, 1.9855417E-001
 1.3840000E+003, 7.1200238E+002, 3.3684811E-001, 2.2638174E-005, 8.4216708E-001, 1.9837248E-001
 1.3860000E+003, 7.1300238E+002, 3.3680311E-001, 2.2356324E-005, 8.3166826E-001, 1.9819330E-001
 1.3880000E+003, 7.1400238E+002, 3.3675867E-001, 2.2078581E-005, 8.2132280E-001, 1.9801663E-001
 1.3900000E+003, 7.1500238E+002, 3.3671480E-001, 2.1804875E-005, 8.1112808E-001, 1.9784255E-001
 1.3920000E+003, 7.1600238E+002, 3.3667147E-001, 2.1535141E-005, 8.0108154E-001, 1.9767067E-001
 1.3940000E+003, 7.1700238E+002, 3.3662868E-001, 2.1269308E-005, 7.9118067E-001, 1.9750142E-001
 1.3960000E+003, 7.1800238E+002, 3.3658639E-001, 2.1007314E-005, 7.8142303E-001, 1.9733439E-001
 1.3980000E+003, 7.1900238E+002, 3.3654463E-001, 2.0749092E-005, 7.7180624E-001, 1.9716972E-001
 1.4000000E+003, 7.2000238E+002, 3.3650339E-001, 2.0494581E-005, 7.6232791E-001, 1.9700734E-001
 1.4020000E+003, 7.2100238E+002, 3.3646265E-001, 2.0243719E-005, 7.5298578E-001, 1.9684719E-001
 1.4040000E+003, 7.2200238E+002, 3.3642241E-001, 1.9996445E-005, 7.4377751E-001, 1.9668929E-001
 1.4060000E+003, 7.2300238E+002, 3.3638269E-001, 1.9752701E-005, 7.3470092E-001, 1.9653350E-001
 1.4080000E+003, 7.2400238E+002, 3.3634341E-001, 1.9512427E-005, 7.2575384E-001, 1.9637989E-001
 1.4100000E+003, 7.2500238E+002, 3.3630463E-001, 1.9275565E-005, 7.1693414E-001, 1.9622840E-001
 1.4120000E+003, 7.2600238E+002, 3.3626631E-001, 1.9042063E-005, 7.0823967E-001, 1.9607897E-001
 1.4140000E+003, 7.2700238E+002, 3.3622846E-001, 1.8811863E-005, 6.9966847E-001, 1.9593164E-001
 1.4160000E+003, 7.2800238E+002, 3.3619106E-001, 1.8584911E-005, 6.9121844E-001, 1.9578624E-001
 1.4180000E+003, 7.2900238E+002, 3.3615410E-001, 1.8361156E-005, 6.8288755E-001, 1.9564277E-001
 1.4200000E+003, 7.3000238E+002, 3.3611763E-001, 1.8140545E-005, 6.7467403E-001, 1.9550139E-001
 1.4220000E+003, 7.3100238E+002, 3.3608156E-001, 1.7923026E-005, 6.6657585E-001, 1.9536190E-001
 1.4240000E+003, 7.3200238E+002, 3.3604592E-001, 1.7708551E-005, 6.5859115E-001, 1.9522418E-001
 1.4260000E+003, 7.3300238E+002, 3.3601072E-001, 1.7497070E-005, 6.5071809E-001, 1.9508839E-001
 1.4280000E+003, 7.3400238E+002, 3.3597594E-001, 1.7288534E-005, 6.4295489E-001, 1.9495441E-001
 1.4300000E+003, 7.3500238E+002, 3.3594155E-001, 1.7082897E-005, 6.3529980E-001, 1.9482228E-001
 1.4320000E+003, 7.3600238E+002, 3.3590761E-001, 1.6880113E-005, 6.2775111E-001, 1.9469188E-001
 1.4340000E+003, 7.3700238E+002, 3.3587405E-001, 1.6680135E-005, 6.2030703E-001, 1.9456317E-001
 1.4360000E+003, 7.3800238E+002, 3.3584088E-001, 1.6482918E-005, 6.1296594E-001, 1.9443618E-001
 1.4380000E+003, 7.3900238E+002, 3.3580813E-001, 1.6288421E-005, 6.0572618E-001, 1.9431098E-001
 1.4400000E+003, 7.4000238E+002, 3.3577573E-001, 1.6096597E-005, 5.9858620E-001, 1.9418740E-001
 1.4420000E+003, 7.4100238E+002, 3.3574373E-001, 1.5907406E-005, 5.9154433E-001, 1.9406545E-001
 1.4440000E+003, 7.4200238E+002, 3.3571211E-001, 1.5720809E-005, 5.8459908E-001, 1.9394520E-001
 1.4460000E+003, 7.4300238E+002, 3.3568084E-001, 1.5536760E-005, 5.7774889E-001, 1.9382639E-001
 1.4480000E+003, 7.4400238E+002, 3.3564997E-001, 1.5355221E-005, 5.7099229E-001, 1.9370921E-001
 1.4500000E+003, 7.4500238E+002, 3.3561942E-001, 1.5176154E-005, 5.6432778E-001, 1.9359362E-001
 1.4520000E+003, 7.4600238E+002, 3.3558926E-001, 1.4999519E-005, 5.5775398E-001, 1.9347942E-001
 1.4540000E+003, 7.4700238E+002, 3.3555943E-001, 1.4825279E-005, 5.5126935E-001, 1.9336686E-001
 1.4560000E+003, 7.4800238E+002, 3.3552995E-001, 1.4653396E-005, 5.4487264E-001, 1.9325575E-001
 1.4580000E+003, 7.4900238E+002, 3.3550081E-001, 1.4483834E-005, 5.3856242E-001, 1.9314598E-001
 1.4600000E+003, 7.5000238E+002, 3.3547202E-001, 1.4316556E-005, 5.3233737E-001, 1.9303772E-001
 1.4620000E+003, 7.5100238E+002, 3.3544356E-001, 1.4151528E-005, 5.2619606E-001, 1.9293091E-001
 1.4640000E+003, 7.5200238E+002, 3.3541539E-001, 1.3988714E-005, 5.2013737E-001, 1.9282542E-001
 1.4660000E+003, 7.5300238E+002, 3.3538759E-001, 1.3828081E-005, 5.1415992E-001, 1.9272125E-001
 1.4680000E+003, 7.5400238E+002, 3.3536008E-001, 1.3669596E-005, 5.0826246E-001, 1.9261861E-001
 1.4700000E+003, 7.5500238E+002, 3.3533290E-001, 1.3513224E-005, 5.0244379E-001, 1.9251718E-001
 1.4720000E+003, 7.5600238E+002, 3.3530605E-001, 1.3358935E-005, 4.9670267E-001, 1.9241689E-001
 1.4740000E+003, 7.5700238E+002, 3.3527946E-001, 1.3206695E-005, 4.9103796E-001, 1.9231816E-001
 1.4760000E+003, 7.5800238E+002, 3.3525321E-001, 1.3056475E-005, 4.8544848E-001, 1.9222048E-001
 1.4780000E+003, 7.5900238E+002, 3.3522725E-001, 1.2908244E-005, 4.7993305E-001, 1.9212425E-001
 1.4800000E+003, 7.6000238E+002, 3.3520159E-001, 1.2761970E-005, 4.7449061E-001, 1.9202913E-001
 1.4820000E+003, 7.6100238E+002, 3.3517620E-001, 1.2617625E-005, 4.6912000E-001, 1.9193529E-001
 1.4840000E+003, 7.6200238E+002, 3.3515111E-001, 1.2475179E-005, 4.6382016E-001, 1.9184257E-001
 1.4860000E+003, 7.6300238E+002, 3.3512631E-001, 1.2334604E-005, 4.5859000E-001, 1.9175117E-001
 1.4880000E+003, 7.6400238E+002, 3.3510178E-001, 1.2195872E-005, 4.5342851E-001, 1.9166067E-001
 1.4900000E+003, 7.6500238E+002, 3.3507752E-001, 1.2058955E-005, 4.4833460E-001, 1.9157155E-001
 1.4920000E+003, 7.6600238E+002, 3.3505353E-001, 1.1923827E-005, 4.4330731E-001, 1.9148339E-001
 1.4940000E+003, 7.6700238E+002, 3.3502981E-001, 1.1790458E-005, 4.3834561E-001, 1.9139646E-001
 1.4960000E+003, 7.6800238E+002, 3.3500639E-001, 1.1658826E-005, 4.3344855E-001, 1.9131061E-001
 1.4980000E+003, 7.6900238E+002, 3.3498320E-001, 1.1528902E-005, 4.2861515E-001, 1.9122575E-001
 1.5000000E+003, 7.7000238E+002, 3.3496025E-001, 1.1400663E-005, 4.2384446E-001, 1.9114202E-001
 1.5020000E+003, 7.7100238E+002, 3.3493760E-001, 1.1274083E-005, 4.1913554E-001, 1.9105941E-001
 1.5040000E+003, 7.7200238E+002, 3.3491516E-001, 1.1149136E-005, 4.1448751E-001, 1.9097769E-001
 1.5060000E+003, 7.7300238E+002, 3.3489299E-001, 1.1025801E-005, 4.0989941E-001, 1.9089712E-001
 1.5080000E+003, 7.7400238E+002, 3.3487105E-001, 1.0904051E-005, 4.0537044E-001, 1.9081743E-001
 1.5100000E+003, 7.7500238E+002, 3.3484939E-001, 1.0783865E-005, 4.0089965E-001, 1.9073883E-001
 1.5120000E+003, 7.7600238E+002, 3.3482793E-001, 1.0665219E-005, 3.9648625E-001, 1.9066116E-001
 1.5140000E+003, 7.7700238E+002, 3.3480671E-001, 1.0548091E-005, 3.9212933E-001, 1.9058442E-001
 1.5160000E+003, 7.7800238E+002, 3.3478573E-001, 1.0432459E-005, 3.8782814E-001, 1.9050868E-001
 1.5180000E+003, 7.7900238E+002, 3.3476499E-001, 1.0318300E-005, 3.8358182E-001, 1.9043392E-001
 1.5200000E+003, 7.8000238E+002, 3.3474445E-001, 1.0205594E-005, 3.7938955E-001, 1.9036007E-001
 1.5220000E+003, 7.8100238E+002, 3.3472416E-001, 1.0094319E-005, 3.7525061E-001, 1.9028701E-001
 1.5240000E+003, 7.8200238E+002, 3.3470407E-001, 9.9844547E-006, 3.7116417E-001, 1.9021495E-001
 1.5260000E+003, 7.8300238E+002, 3.3468422E-001, 9.8759801E-006, 3.6712947E-001, 1.9014363E-001
 1.5280000E+003, 7.8400238E+002, 3.3466458E-001, 9.7688762E-006, 3.6314580E-001, 1.9007336E-001
 1.5300000E+003, 7.8500238E+002, 3.3464515E-001, 9.6631229E-006, 3.5921240E-001, 1.9000392E-001
 1.5320000E+003, 7.8600238E+002, 3.3462593E-001, 9.5586993E-006, 3.5532853E-001, 1.8993522E-001
 1.5340000E+003, 7.8700238E+002, 3.3460692E-001, 9.4555880E-006, 3.5149351E-001, 1.8986751E-001
 1.5360000E+003, 7.8800238E+002, 3.3458811E-001, 9.3537701E-006, 3.4770665E-001, 1.8980037E-001
 1.5380000E+003, 7.8900238E+002, 3.3456951E-001, 9.2532264E-006, 3.4396720E-001, 1.8973412E-001
 1.5400000E+003, 7.9000238E+002, 3.3455110E-001, 9.1539396E-006, 3.4027451E-001, 1.8966888E-001
 1.5420000E+003, 7.9100238E+002, 3.3453289E-001, 9.0558906E-006, 3.3662796E-001, 1.8960421E-001
 1.5440000E+003, 7.9200238E+002, 3.3451486E-001, 8.9590621E-006, 3.3302683E-001, 1.8954048E-001
 1.5460000E+003, 7.9300238E+002, 3.3449703E-001, 8.8634379E-006, 3.2947049E-001, 1.8947743E-001
 1.5480000E+003, 7.9400238E+002, 3.3447942E-001, 8.7689996E-006, 3.2595831E-001, 1.8941516E-001
 1.5500000E+003, 7.9500238E+002, 3.3446199E-001, 8.6757309E-006, 3.2248968E-001, 1.8935356E-001
 1.5520000E+003, 7.9600238E+002, 3.3444470E-001, 8.5836155E-006, 3.1906399E-001, 1.8929288E-001
 1.5540000E+003, 7.9700238E+002, 3.3442762E-001, 8.4926369E-006, 3.1568059E-001, 1.8923280E-001
 1.5560000E+003, 7.9800238E+002, 3.3441076E-001, 8.4027797E-006, 3.1233892E-001, 1.8917347E-001
 1.5580000E+003, 7.9900238E+002, 3.3439404E-001, 8.3140267E-006, 3.0903837E-001, 1.8911475E-001
 1.5600000E+003, 8.0000238E+002, 3.3437750E-001, 8.2263641E-006, 3.0577838E-001, 1.8905681E-001
