s, (kW/m²), (MJ/kg), (m²/kg), (g/s),(g/s·m²),g
Time,HRR,EHC,SEA,MLR,Specific MLR ,Mass
761,38.45414028,8.510707017,-11.4929839,0.04518325,4.518325,24.046237
762,38.69918592,0,0,-0.013438917,-1.343891667,24.022277
763,39.08088393,0,0,-0.085574417,-8.557441667,24.073639
764,39.50014794,0,0,-0.005007167,-0.500716667,24.156637
765,38.65102418,14.25198395,-8.255441558,0.02711975,2.711975,24.094224
766,38.14706939,0,0,-0.044067667,-4.406766667,24.126871
767,38.55772494,0,0,-0.01444525,-1.444525,24.160948
768,37.91698285,0,0,-0.019901417,-1.990141667,24.161617
769,37.72784157,0,0,-0.018215417,-1.821541667,24.198849
770,37.15738087,43.87630584,140.7895491,0.008468667,0.846866667,24.191262
771,37.24567631,8.798537652,-12.86488633,0.042331667,4.233166667,24.179523
772,36.99921293,4.681118929,-18.41145555,0.07903925,7.903925,24.108633
773,36.28428099,24.77038622,-4.288457625,0.01464825,1.464825,24.045797
774,36.11908323,0,0,-0.011565583,-1.156558333,24.069925
775,35.93210567,7.785347952,-14.83765639,0.0461535,4.61535,24.045638
776,35.80750247,2.480847778,12.29438285,0.14433575,14.433575,23.968574
777,34.92103255,2.694811757,19.07513965,0.129586167,12.95861667,23.788831
778,35.05621512,0,0,-0.044192917,-4.419291667,23.747498
779,34.37510159,0,0,-0.0236935,-2.36935,23.832064
780,33.76430327,15.03670888,43.60728762,0.022454583,2.245458333,23.784123
781,33.174025,14.28170697,-46.01746046,0.023228333,2.322833333,23.797509
782,33.33298374,16.68825614,-119.1179007,0.019973917,1.997391667,23.740513
783,33.19428645,0,0,-0.011831333,-1.183133333,23.761924
784,32.17843363,4.389739083,37.68700232,0.07330375,7.330375,23.73913
785,32.00407484,8.670058203,33.2264083,0.036913333,3.691333333,23.644469
786,32.15073017,0,0,-0.057287417,-5.728741667,23.680518
787,32.44047594,0,0,-0.059286167,-5.928616667,23.735988
788,32.45432618,0,0,-0.01018575,-1.018575,23.783833
789,32.64184378,11.78533552,-133.5446386,0.027697,2.7697,23.759555
790,32.48663839,0,0,-0.011364,-1.1364,23.746825
791,32.4497254,0,298.4734982,0.002904917,0.290491667,23.772288
792,32.59718415,0,0,-0.023060917,-2.306091667,23.749329
793,32.71912809,0,0,-0.03276425,-3.276425,23.814446
794,32.90254165,0,0,-0.017045167,-1.704516667,23.807358
795,32.44396905,17.9319449,39.08454561,0.018092833,1.809283333,23.843349
796,32.4847944,10.23041095,-13.77063788,0.031753167,3.175316667,23.776011
797,32.62240495,7.8635048,26.85163027,0.041485833,4.148583333,23.780784
798,32.89890887,3.841348471,-6.499833264,0.085644167,8.564416667,23.687876
799,33.14626773,16.94717208,-141.2349086,0.019558583,1.955858333,23.636099
800,32.97276536,0,0,-0.031884833,-3.188483333,23.646261
801,32.89200131,0,0,-0.01977625,-1.977625,23.682567
802,32.05471341,11.38579504,14.51180165,0.02815325,2.815325,23.677002
803,32.08630882,0,0,-0.004796833,-0.479683333,23.644712
804,32.25769764,0,0,-0.01653575,-1.653575,23.68126
805,32.36893711,6.754093561,19.81932735,0.047924917,4.792491667,23.659069
806,31.93367543,3.944730157,-23.84087727,0.08095275,8.095275,23.593429
807,32.00282901,7.495129535,-12.29192836,0.042698167,4.269816667,23.517163
808,31.78775749,0,0,-0.040040917,-4.004091667,23.517445
809,31.8494806,16.75516833,-48.44663888,0.01900875,1.900875,23.563575
810,32.08812427,6.233467447,13.35872761,0.051477167,5.147716667,23.484234
811,32.05613118,62.49672209,629.1888158,0.00512925,0.512925,23.47958
812,31.98545621,21.42170126,130.1241613,0.014931333,1.493133333,23.463211
813,31.87351215,0,0,-0.016073667,-1.607366667,23.456942
814,31.28141859,37.92185065,61.52412487,0.008248917,0.824891667,23.482306
815,31.08315838,8.089534091,-15.93105788,0.038423917,3.842391667,23.439456
816,31.56971135,0,0,-0.0009885,-0.09885,23.42231
817,31.45092345,0,0,-0.0261425,-2.61425,23.438061
818,31.12318641,0,459.4948404,0.003391833,0.339183333,23.459284
819,30.74935049,3.814909953,18.62781802,0.080603083,8.060308333,23.421538
820,30.7291754,12.88759243,25.81625865,0.023844,2.3844,23.330828
821,30.69489437,0,0,-0.047722417,-4.772241667,23.37765
822,30.94869749,21.48096303,80.18552326,0.0144075,1.44075,23.394308
823,31.08357135,8.375085461,-22.08735676,0.037114333,3.711433333,23.356709
824,30.14786266,0,0,-0.002493583,-0.249358333,23.33619
825,29.66355249,0,0,-0.024922333,-2.492233333,23.358078
826,29.62027696,0,0,-0.007324,-0.7324,23.375337
827,29.81910537,20.59828368,-42.65976672,0.0144765,1.44765,23.370817
828,30.26101303,14.04598119,71.93460767,0.02154425,2.154425,23.350214
829,30.3215889,14.72040888,118.0790679,0.020598333,2.059833333,23.330812
830,30.00483957,0,0,-0.004323917,-0.432391667,23.313828
831,29.81058817,11.72030201,-2.728560435,0.025435,2.5435,23.326909
832,30.10593177,7.538340123,22.54375007,0.039937083,3.993708333,23.267103
833,30.18544764,0,0,-0.009140917,-0.914091667,23.262232
834,30.68764037,0,0,-0.014863583,-1.486358333,23.275657
835,30.42219943,0,0,-0.002344083,-0.234408333,23.28565
836,30.29316428,10.98337834,68.21623133,0.027580917,2.758091667,23.276084
837,30.17823219,9.697998646,46.05325713,0.031118,3.1118,23.237519
838,30.05627784,0,0,0.000161,0.0161,23.22158
839,30.22536508,9.905490173,83.64215315,0.03051375,3.051375,23.223034
840,30.44883327,5.986303377,1.09569613,0.050864167,5.086416667,23.162136
841,30.78689507,6.361005399,-59.2160933,0.048399417,4.839941667,23.128132
842,30.29999209,15.04032699,-54.37793995,0.020145833,2.014583333,23.072734
843,30.21795663,0,0,-0.008313,-0.8313,23.088611
844,30.44167905,0,0,-0.036249917,-3.624991667,23.087718
845,30.51968913,0,0,-0.016709667,-1.670966667,23.148248
846,30.87278925,11.17523207,130.0465995,0.027626083,2.762608333,23.114831
847,31.14345242,17.07777225,82.5698016,0.01823625,1.823625,23.104999
848,31.21306459,7.501217137,-32.48640306,0.041610667,4.161066667,23.073239
849,31.32663117,25.0681569,57.63656505,0.012496583,1.249658333,23.034347
850,31.34887811,0,0,-0.019147083,-1.914708333,23.048943
851,31.52263158,0,0,-0.001501917,-0.150191667,23.06059
852,31.69906316,27.02450023,9.110000473,0.01172975,1.172975,23.053418
