 (s),(kW/m²), (MJ/kg),(m²/kg), (g/s),(g/s·m²)
Time,HRR ,EHC,SEA ,MLR,Specific MLR 
849,116.5552154,9.290778448,2.813519907,0.110900083,12.5452583
850,116.4292653,10.81776594,4.834561356,0.095143,10.76278281
851,118.4091114,11.15313451,5.286557315,0.093851333,10.61666667
852,120.1889829,15.43056996,3.234049419,0.068854917,7.789017722
853,119.7227481,19.04921692,9.113857332,0.055558667,6.284917044
854,119.5667,16.00212401,8.713225294,0.066051833,7.471926848
855,117.8886886,9.673958126,2.758082876,0.107725917,12.18618967
856,118.4711197,11.08251458,4.74729036,0.094498833,10.68991327
857,118.699016,17.46750625,12.1887918,0.0600715,6.795418552
858,123.5573985,14.79555606,8.952888612,0.073822667,8.350980392
859,121.5922743,10.53840176,4.638394556,0.101996083,11.53801848
860,119.2262907,10.31651799,5.214487759,0.102162417,11.55683446
861,121.0634214,9.935053443,5.982393177,0.107719667,12.18548265
862,118.954567,8.722306567,4.689178695,0.120559667,13.63797134
863,120.9236199,15.31106256,8.576978676,0.0698165,7.897794118
864,120.7397854,19.14736782,10.28889318,0.055743417,6.305816365
865,121.0442777,15.65170491,15.20408739,0.068365167,7.733616139
866,118.9862475,19.70709782,25.49260351,0.053373583,6.037735671
867,119.6477777,7.970502567,7.369285627,0.132700083,15.01132164
868,127.023193,7.338889974,3.931420684,0.15300475,17.30822964
869,124.5906579,14.66613364,10.47541561,0.075096917,8.49512632
870,123.8466983,36.30681622,24.95826154,0.03015425,3.411114253
871,126.2829007,18.09795758,13.59102828,0.06168325,6.977743213
872,126.4408969,7.146449964,7.394752291,0.156404583,17.69282617
873,126.2898432,8.715497527,6.655331023,0.128093917,14.49026207
874,125.5652256,0,0,-0.002625667,-0.297021116
875,127.3128336,12.31111772,9.214666553,0.091417,10.34128959
876,130.5208056,5.861722753,3.247947898,0.196837,22.26662896
877,130.3536103,20.98645309,12.54150653,0.054908083,6.211321644
878,131.3121319,61.55827415,58.88622726,0.018856917,2.13313537
879,130.884582,9.199403453,7.90281296,0.125771167,14.22750754
880,130.4059776,11.51822271,8.705354353,0.100083917,11.32171003
881,128.2843802,13.96636499,11.86609643,0.0811975,9.185237557
882,127.1209016,8.647624924,8.539955173,0.129948833,14.70009427
883,131.0492813,10.90907559,10.16798968,0.10619375,12.01286765
884,132.3996878,13.34531728,17.68760846,0.087702167,9.921059578
885,129.4900517,14.70000779,14.10369666,0.077870167,8.808842383
886,131.5074395,14.21838256,14.86084453,0.081762167,9.249113876
887,133.5229874,12.39665327,12.89894551,0.095214667,10.77088989
888,131.6687211,8.834658205,7.608152264,0.131748333,14.90365762
889,135.6144705,7.40096987,11.32433747,0.161983083,18.32387821
890,133.1007013,11.83263096,14.41701485,0.09943775,11.24861425
891,135.6987995,53.15626301,58.3734338,0.022567,2.552828054
892,138.0893413,29.7965439,36.88268976,0.040968167,4.634407994
893,140.334411,13.04373767,18.32586145,0.095107417,10.75875754
894,140.9588328,10.13225127,12.27742182,0.122981167,13.91189668
895,141.7247342,10.44577122,12.29037498,0.119938167,13.56766591
896,142.3928822,11.18778091,14.68139494,0.112511417,12.72753582
897,140.1948731,13.65055682,14.62213205,0.090789167,10.27026772
898,140.006128,17.26501585,15.46131333,0.071685667,8.109238311
899,143.6615374,12.1503911,13.91015976,0.10452075,11.82361425
900,143.3316143,13.98223475,17.06460607,0.090618667,10.25098039
901,146.4495848,10.18486511,12.44674385,0.127111583,14.37913839
902,145.8024958,9.970558235,15.81646114,0.12927,14.62330317
903,143.2838122,41.01500817,47.35944455,0.030882083,3.493448341
904,148.5222361,19.26082442,18.95392014,0.068166167,7.711104827
905,145.9662925,8.964609774,10.43296414,0.143937333,16.28250377
906,148.0689647,9.356169327,10.57072522,0.139900167,15.82581071
907,147.8867623,13.64517269,14.39734666,0.095808167,10.8380279
908,142.195211,12.41453358,17.23547117,0.10125275,11.453931
909,145.0218953,10.63304587,12.15854554,0.120566917,13.63879148
910,143.5892933,9.427083907,7.658790755,0.134647083,15.23157051
911,145.950049,9.884185881,10.48258558,0.130531583,14.76601621
912,149.7674232,16.53479787,16.35230539,0.080070167,9.057711161
913,149.2103492,14.59603644,20.14378768,0.090368333,10.22266214
914,148.8873323,10.25228181,15.43233511,0.128377667,14.52236048
915,153.6505174,18.41706163,26.10695488,0.073750667,8.342835596
916,154.8576314,27.26024715,26.75087882,0.0502175,5.68071267
917,156.0322356,17.90840771,21.91526458,0.077021083,8.712792232
918,154.4152073,12.33140878,14.33186292,0.110695417,12.52210596
919,158.359042,9.10467055,17.8288394,0.153755583,17.39316554
920,157.8618979,10.58250588,19.02599699,0.1318685,14.91725113
921,156.2208623,12.58350443,23.28897038,0.10974625,12.41473416
922,160.3310992,22.24598484,33.85924888,0.063711583,7.207192685
923,160.593125,16.66205545,22.58607953,0.085202167,9.638254148
924,156.3164676,9.102574583,14.69030328,0.151807333,17.17277526
925,155.7641412,9.938325573,16.36086054,0.13855,15.67307692
926,154.5890003,12.55114672,17.5773168,0.108879833,12.31672323
927,157.9555957,22.79606657,31.45858595,0.061253,6.929072398
928,163.5017369,15.94624133,18.7984087,0.09063925,10.25330882
929,162.4746847,7.448000875,10.66761346,0.1928405,21.8145362
930,162.2314754,11.46064009,17.86988025,0.125134917,14.15553356
931,162.5377746,63.6060394,97.34469999,0.022589583,2.55538273
932,165.2171006,11.6998155,21.76371532,0.124832667,14.12134238
933,167.2662,7.084842548,12.63181272,0.20870375,23.60902149
934,165.6834726,11.37516732,14.7597051,0.128757833,14.56536576
935,165.5551523,16.90688128,19.22339294,0.086562833,9.792175716
936,164.2249181,9.559733349,18.12652019,0.15186075,17.17881787
937,166.1207843,11.71070472,21.68602632,0.12539875,14.18537896
938,165.5557934,13.02943843,20.63060598,0.112323583,12.70628771
939,169.6341859,10.57710971,15.01678982,0.141774667,16.03785822
940,168.4346709,14.96790706,23.19322644,0.099477,11.2530543
941,165.4642516,14.30129216,20.09770172,0.10227775,11.56988122
942,171.8708461,10.66431802,19.21444659,0.142469333,16.11644042
943,173.6091097,13.78785698,24.36290015,0.111308417,12.59144985
944,176.005358,22.90000438,34.68557271,0.067942667,7.685822021
945,176.2019253,15.01790936,18.67288518,0.103717833,11.73278658
946,173.4844636,13.20953382,16.64755127,0.116098167,13.13327677
947,179.3586967,13.30366571,21.30934517,0.11918,13.48190045
948,180.2393975,12.73755446,17.51372092,0.125088083,14.15023567
949,181.1835293,11.83812934,14.57069367,0.135296917,15.30508107
950,176.1446444,10.15260559,15.02768697,0.153371333,17.34969834
951,172.8437827,13.78699422,20.95439904,0.110824667,12.536727
952,175.7091066,16.50619277,27.83658363,0.094102167,10.64504148
953,178.9986113,9.269613386,14.40286061,0.170702667,19.31025641
954,181.8464951,9.288640094,15.92078862,0.173063333,19.57730015
955,180.5068864,16.29928387,28.4492291,0.097898833,11.07452866
956,179.3369924,13.02657013,19.80829295,0.121700417,13.76701546
957,182.0664258,11.73419594,20.94077886,0.137160417,15.51588424
958,184.9411086,13.02147162,25.86191677,0.125552583,14.20278092
959,190.0368248,13.26643645,24.15997141,0.12662975,14.32463235
960,185.8907711,10.91143822,17.67337425,0.150601083,17.03632164
961,183.2938664,12.7494814,17.45536198,0.127088917,14.37657428
962,188.0104376,17.16774514,22.09783572,0.096810167,10.95137632
963,189.0451326,10.25069053,18.81492235,0.163028917,18.44218514
964,189.4542021,9.716426811,21.18288795,0.172365333,19.49834087
965,194.1935177,11.79304084,24.38698178,0.145566417,16.46678922
966,195.1555198,16.35062417,29.62803307,0.10551125,11.93566176
967,194.3157827,13.20431485,23.18832823,0.130090167,14.7160822
968,189.3387183,12.98074269,20.46339634,0.128941333,14.58612368
969,189.1657696,14.34872399,22.56323585,0.11654175,13.18345588
970,195.3853335,10.87339609,19.49105654,0.158847,17.96911765
971,197.8849455,13.37897276,30.02150386,0.130750167,14.79074284
972,196.8803492,11.08598067,21.07776422,0.156993083,17.75939857
973,197.4216266,9.664913814,22.45824511,0.180571417,20.42663084
974,201.8951993,18.05430252,34.39313727,0.09885475,11.18266403
975,203.1492892,13.57653618,22.92569365,0.13227525,14.96326357
976,199.5369599,10.63997052,16.99325879,0.165781167,18.75352564
977,203.7200621,14.02959321,23.19262588,0.128363333,14.52073906
978,207.3538333,14.96154855,25.24814988,0.122514583,13.85911576
979,206.9927448,15.24180783,23.05124624,0.120052417,13.58059012
980,205.1852976,23.90012217,39.56254279,0.075892417,8.585115008
981,203.7665879,14.224319,24.16318001,0.126635,14.32522624
982,207.1357975,7.165262526,14.55514153,0.255549667,28.90833333
983,208.1731926,11.76869999,22.93046187,0.15636825,17.68871606
984,209.3869986,12.87512864,24.3508691,0.143764083,16.26290535
985,211.7586854,9.495893134,16.58339636,0.19713225,22.30002828
986,211.8802935,14.64730585,28.39857482,0.127874833,14.46547888
987,212.7569241,23.33537832,42.25243858,0.080597417,9.117354827
988,214.5797605,17.53208209,37.68204931,0.108195083,12.23926282
989,213.3015007,10.1569134,21.90166932,0.1856455,21.00062217
990,212.3932189,10.18134851,24.61392209,0.184411333,20.86101056
991,212.8403079,11.34652006,24.83396107,0.1658225,18.75820136
992,220.3457417,11.15842411,21.37998882,0.17456375,19.74703054
993,223.3638206,13.67270028,28.93900213,0.1444145,16.3364819
994,219.9023772,9.77588009,20.6137574,0.198850333,22.4943816
995,224.1079818,8.846614598,22.62579753,0.223940417,25.33262632
996,221.9880568,16.74005969,43.76977162,0.11722625,13.26088801
997,223.3601865,69.77395388,184.6759795,0.028298583,3.20119721
998,224.3264669,20.25905691,43.52844352,0.097884417,11.07289781
999,228.3462258,9.981410821,23.47309133,0.202234,22.87714932
1000,226.1684159,10.81754219,25.35745032,0.184822833,20.90756033
1001,222.1394232,11.05743784,22.87400727,0.177592,20.08959276
1002,227.6947239,12.36455237,23.96510597,0.162789667,18.41512066
1003,233.0604763,15.58956544,36.91067914,0.132156,14.94977376
1004,236.2455529,13.09582394,33.24534805,0.1594715,18.03976244
1005,230.3096368,11.60671182,37.3408469,0.175410333,19.84279789
1006,231.0045762,13.75839397,40.6974982,0.148424333,16.79008296
1007,235.7730463,19.33280004,38.30302741,0.107808167,12.19549397
1008,235.9060763,17.1504679,42.34383651,0.121594917,13.75508107
1009,234.9744411,13.88547986,35.25061382,0.14959325,16.92231335
1010,234.8040152,11.63722318,25.07290366,0.1783645,20.17697964
1011,229.3022856,9.893841971,21.82520278,0.204878167,23.1762632
1012,233.4033983,11.14547724,27.89499223,0.185123167,20.94153469
1013,239.3210311,13.09243544,35.86179015,0.161589333,18.27933635
1014,234.0681562,13.63437935,31.25713836,0.151760667,17.16749623
1015,232.8156872,11.83507914,25.01235796,0.1738975,19.6716629
1016,235.2734245,13.90611481,35.11611193,0.149561333,16.91870287
1017,232.2803538,16.58875071,41.89864142,0.123780167,14.0022813
1018,238.1428072,14.44403791,32.78028268,0.1457475,16.48727376
1019,243.764977,11.29535369,29.88068299,0.190776,21.58099548
1020,241.8548689,12.77711654,38.23212651,0.167330167,18.92875189
1021,238.7980702,17.96012686,52.97287045,0.11753675,13.29601244
1022,243.9934313,13.27189505,35.42159884,0.1625165,18.38421946
1023,248.4618567,11.65471448,32.48005565,0.188456167,21.31857089
1024,246.0386502,13.60259046,43.47330904,0.159894667,18.08763198
1025,250.1205715,12.25694386,39.48147142,0.180392917,20.40643854
1026,252.1010932,10.13810598,33.19100924,0.2198215,24.86668552
1027,252.2749722,11.96769288,36.39291978,0.18634425,21.07966629
1028,248.2474157,15.54713887,51.87706497,0.141151833,15.96740196
1029,245.2457109,16.9921524,59.48709143,0.127586667,14.43288084
1030,248.8582745,14.38215979,52.87719856,0.152960833,17.30326169
1031,251.2204727,12.85392047,43.01238006,0.172771333,19.54426848
1032,252.474965,16.04440745,50.84476964,0.139106333,15.73601056
1033,250.8164286,15.94667148,52.6010223,0.1390395,15.72845023
1034,247.9067872,11.07977766,38.45406196,0.197792417,22.37470777
1035,249.6609522,10.44477959,40.77811076,0.211302,23.90294118
1036,255.4843643,11.9057275,50.05411834,0.189697083,21.45894608
1037,259.5766679,13.97558877,48.8085443,0.164190417,18.57357655
1038,255.9944527,17.59612693,60.67079526,0.128607333,14.54834087
1039,252.8801675,13.63894554,49.98852772,0.16390275,18.54103507
1040,252.7165788,13.7943573,51.29525501,0.161951333,18.32028658
1041,247.8881406,13.52958904,50.14717265,0.161965833,18.32192685
1042,243.8831179,11.52766392,47.73197113,0.187022,21.15633484
1043,254.3944493,12.07062484,47.74225537,0.186307417,21.07549962
1044,253.1682837,10.15591236,40.18935311,0.220365,24.92816742
1045,253.8937999,12.96596942,51.83186826,0.173100917,19.58155166
1046,251.0656388,16.71927938,54.75147992,0.132746167,15.01653469
1047,245.6711922,15.51146692,52.98550772,0.14000825,15.83803733
1048,252.6756926,14.24366977,55.79862183,0.15681725,17.73950792
1049,253.0720792,11.27280254,45.31958167,0.198456167,22.44979261
1050,253.6226694,14.11176559,56.49683817,0.15887625,17.97242647
1051,257.3295065,16.58717509,75.83916018,0.137141667,15.5137632
1052,251.4652826,11.83879145,58.60545622,0.187768583,21.24078997
1053,249.83435,10.54802848,53.68098453,0.209379,23.68540724
1054,250.1871733,13.07479292,62.99172445,0.169154083,19.1350773
1055,252.094257,17.10675943,86.34636006,0.130270917,14.73652903
1056,250.0680186,20.57098854,96.22214534,0.107462083,12.15634427
1057,252.1185603,19.44943053,87.3873342,0.114590917,12.96277338
1058,250.9902556,13.14880736,65.32856324,0.168741833,19.08844268
1059,249.3993753,11.36518454,57.54360116,0.193986333,21.94415535
1060,251.3792389,7.989773852,40.74516756,0.278129583,31.46262255
1061,250.3892463,4.625786855,24.46618789,0.478500417,54.12900641
1062,243.7929102,14.53418752,65.98588996,0.14828,16.77375566
1063,240.7784428,0,0,-0.16335425,-18.47898756
1064,245.5734627,19.40051753,105.0463496,0.1118975,12.65808824
1065,245.6503219,11.60615246,68.54140915,0.18710325,21.16552602
1066,239.0804116,11.63551908,63.58498028,0.181639583,20.54746418
1067,243.6277551,11.87170829,66.19852525,0.181411917,20.52171003
1068,246.7940684,15.75115428,96.4240297,0.138507917,15.66831637
1069,240.2707857,15.44000319,80.50139171,0.137564333,15.56157617
1070,238.8027499,16.13249515,81.38330134,0.130854917,14.80259238
1071,243.0741475,14.50763552,94.37722088,0.148113417,16.75491139
1072,247.9266352,17.6696399,103.2046337,0.124036,14.03122172
1073,239.44468,16.99531139,94.16846701,0.124545583,14.08886689
1074,232.1362757,11.28874323,55.57401795,0.1817815,20.5635181
1075,230.9590122,9.089227918,43.43025676,0.224626083,25.41019042
1076,237.1023929,12.06839276,76.29847606,0.173675583,19.6465592
1077,240.8551247,17.83596415,109.8264556,0.1193745,13.50390271
1078,237.1865252,17.55194384,100.9671099,0.1194585,13.51340498
1079,232.9183474,14.37714034,87.40897971,0.143213333,16.20060332
1080,232.3361384,12.33608634,77.29327774,0.166491333,18.83386124
1081,232.4841988,13.42426784,77.94600338,0.153092917,17.31820324
1082,230.9191255,12.77794108,81.3862805,0.159753833,18.0717006
1083,230.9741898,14.35257616,95.02030203,0.142261,16.0928733
1084,222.8532184,14.64940325,90.96203029,0.134478,15.21244344
1085,227.177864,13.89433412,81.68317382,0.1445375,16.35039593
1086,229.2621183,14.97310489,94.45078993,0.1353545,15.31159502
1087,221.6579877,12.96954805,82.56477768,0.151081333,17.09064857
1088,218.515987,15.50280118,92.14518529,0.124602083,14.0952583
1089,220.1867465,14.06480649,95.20993375,0.138391583,15.65515649
1090,226.577601,12.55468372,89.92076164,0.15953775,18.04725679
1091,224.7477173,15.00614493,97.17010142,0.132397083,14.97704563
1092,221.3610246,15.45582789,102.7404726,0.126608,14.32217195
1093,217.3180173,15.72944838,92.92613659,0.122133417,13.81599736
1094,209.8766884,11.62118706,73.15759705,0.159648917,18.0598322
1095,208.7165051,11.77636353,77.20724059,0.156674333,17.72334087
1096,210.5413675,16.77069961,110.6297284,0.110978417,12.55411953
1097,210.1257346,16.55281602,118.4929806,0.11221725,12.69425905
1098,207.5096414,11.92463982,74.07999111,0.1538315,17.40175339
1099,203.6807675,15.44924995,111.52795,0.116545333,13.18386124
1100,201.9621533,13.80525801,114.910867,0.129323583,14.62936463
1101,198.7305307,10.41360574,76.50953253,0.16870025,19.08373869
1102,199.2541932,15.53793116,108.8138457,0.11336175,12.82372738
1103,196.7474549,21.69381647,171.0326947,0.0801725,9.06928733
1104,191.8169408,24.87161536,172.8948989,0.068176583,7.712283183
1105,191.562801,10.26420563,71.47855259,0.164982583,18.66318816
1106,188.5322532,0,0,-0.117095333,-13.24607843
1107,192.2456154,0,963.1152276,0.01351775,1.52915724
1108,186.5002208,2.725046064,18.30700399,0.605003333,68.4392911
1109,178.9489167,6.263805516,44.73440783,0.2525475,28.56872172
1110,179.8525062,0,0,-0.153234333,-17.3342006
1111,178.394946,61.64394355,435.0910955,0.025582583,2.893957391
1112,176.1444331,11.67189072,79.29796527,0.133407417,15.09133673
1113,168.7346828,10.21625843,75.11265891,0.146004,16.51628959
1114,167.2982409,9.580387596,67.30868236,0.154369167,17.46257541
1115,167.5409884,20.31113174,137.0519279,0.07291875,8.248727376
1116,166.6087968,30.39080044,207.6792762,0.04846275,5.482211538
1117,165.0462363,16.6016859,123.6536246,0.087883167,9.941534691
1118,163.6217805,13.4936986,95.15985828,0.107192,12.12579186
1119,161.3642301,13.71304773,96.49218022,0.104022083,11.767204
1120,158.2769526,14.21275009,108.1535414,0.098444583,11.13626508
1121,155.4462305,13.26090474,101.7054926,0.10362375,11.72214367
1122,153.9307637,11.90334679,103.2580131,0.114316417,12.93172134
1123,151.5383862,10.5381312,84.99614078,0.12711925,14.38000566
1124,144.6597329,13.84489756,89.54869253,0.092365583,10.4485954
1125,142.6892355,32.00580658,188.0462424,0.03941075,4.458229638
1126,143.6338,14.56704119,93.0607639,0.087164083,9.860190422
1127,139.1654248,14.83976082,110.1575753,0.082900417,9.377875189
1128,133.6107296,9.990657575,68.03238889,0.118222333,13.37356712
1129,136.3076349,16.08612698,99.68927215,0.07490675,8.473614253
1130,134.9077147,0,0,-0.006258667,-0.707993967
1131,130.6959748,13.51305182,73.33382093,0.085499,9.671832579
1132,129.1197023,10.80411814,65.38216898,0.105646583,11.95097097
1133,126.8232474,29.46703395,154.7366887,0.0380465,4.303902715
1134,120.6462346,11.89125418,60.16738573,0.089688833,10.14579563
1135,118.7479926,7.030280924,38.89085263,0.149315833,16.89093137
1136,120.190117,20.95116336,99.85483395,0.05071225,5.736679864
1137,117.7791115,17.48352703,100.3235062,0.059551333,6.736576169
1138,113.2789952,13.42202969,71.43994949,0.074607667,8.439781297
1139,113.7415129,0,367.6715915,0.012442083,1.40747549
1140,110.7988144,18.88467464,73.3076522,0.051865417,5.867128582
1141,110.8570498,9.444978333,46.01582727,0.103756333,11.73714178
1142,111.4558138,12.322799,56.85748976,0.079955,9.044683258
1143,106.6431027,21.137135,100.820025,0.044600417,5.045296003
1144,101.9095238,19.79169869,83.75862873,0.045518083,5.149104449
1145,98.89233725,17.75853459,63.9509229,0.0492275,5.568721719
1146,95.84315022,15.83313432,51.72699555,0.053511417,6.053327677
1147,94.50432848,17.40702524,51.1629116,0.047993167,5.429091252
1148,92.45899888,32.68522175,102.5036534,0.025006333,2.828770739
1149,91.14480892,11.16168399,32.83718076,0.07218625,8.165865385
1150,87.5020402,12.82348628,31.8211489,0.060320417,6.823576546
1151,86.32338801,13.11650782,29.95289714,0.0581785,6.581278281
1152,86.41275599,11.51379917,26.55712576,0.0663455,7.505147059
1153,84.3405024,0,0,-0.018736417,-2.119504148
1154,83.92991004,35.1879285,82.48190116,0.021085083,2.385190422
1155,82.15593886,14.65215534,28.06744714,0.049566667,5.607088989
1156,78.86370849,47.96499287,90.00988601,0.014534667,1.644193062
1157,77.90175625,13.5772243,26.41971817,0.050721083,5.73767911
1158,77.77707257,14.63459914,29.79156131,0.046981083,5.314602187
1159,74.52346537,39.9579932,84.63113933,0.016487,1.865045249
1160,73.9500563,13.73043292,28.59969983,0.047610917,5.385850302
1161,73.15484507,13.62513886,29.93375922,0.047462917,5.36910822
1162,70.94114715,30.32591674,56.39970421,0.020679333,2.339291101
1163,68.52184941,59.33034417,91.27715397,0.0102095,1.154920814
1164,66.66665503,15.07034127,18.76130142,0.0391055,4.423699095
1165,66.46584872,10.96683247,8.822674285,0.053575917,6.060624057
1166,65.63887282,14.19201516,6.529536949,0.0408855,4.625056561
1167,64.92078927,12.99589434,4.297626934,0.044160083,4.99548454
1168,63.57195773,35.81081314,16.34966815,0.015692917,1.775216817
1169,63.32719453,26.98021108,-2.246436647,0.020749,2.347171946
1170,62.8926197,10.79195138,-6.808635729,0.051517167,5.827733786
1171,61.55885724,11.23358841,-5.967712364,0.04844225,5.479892534
1172,61.15398506,9.627475963,-6.285593896,0.056151917,6.352026772
1173,59.51297792,40.36016301,-30.69695535,0.013035,1.474547511
1174,58.72854252,34.23956884,-19.45713743,0.015162583,1.715224359
1175,58.12604998,8.936274282,-6.334668939,0.057499833,6.504506033
1176,57.87752665,20.8108142,-21.46774367,0.024585167,2.781127451
1177,57.10772949,35.79144232,-38.6007372,0.014104833,1.595569382
1178,56.24404372,15.90942416,-17.04033889,0.03125175,3.535265837
1179,56.75319983,15.00376177,-12.74833645,0.033438167,3.782598039
1180,54.50488366,35.5455706,-24.25412218,0.013555083,1.533380468
1181,54.01735083,57.18209518,-61.30372033,0.00835075,0.944654977
1182,53.54634737,0,0,-0.009300167,-1.052055053
1183,51.30247629,13.20644986,-12.26367684,0.034340333,3.884653092
1184,51.21990829,10.87621279,-7.791469849,0.041630667,4.709351433
1185,50.85789165,20.6234237,-19.44295891,0.021799667,2.466025641
1186,49.95475934,10.42759769,-10.83268651,0.042349167,4.790629713
1187,51.48739584,24.79157793,-34.27580651,0.018359,2.076809955
1188,52.3437827,28.00496522,-31.23351281,0.01652275,1.869089367
1189,51.38905047,0,0,-0.01302975,-1.47395362
1190,49.66866309,0,0,-0.012065583,-1.364884992
1191,48.82979353,5.289105686,-5.349174985,0.081612167,9.232145551
1192,48.98957042,5.082170038,-4.767133157,0.085213167,9.639498492
1193,48.66392566,15.45168602,-14.598706,0.027840917,3.149424962
1194,48.102391,0,0,-0.007950167,-0.899340121
1195,48.24243094,0,0,-0.002731417,-0.308983786
1196,47.49516575,15.34523963,-14.14237633,0.02736075,3.095107466
1197,46.86646677,57.63766921,-49.23356275,0.007188,0.813122172
1198,46.6315468,0,0,-0.03057775,-3.459021493
1199,44.88173637,5.115299301,-6.42049015,0.077562333,8.774019608
1200,45.51697614,3.836623721,-4.014002082,0.104876083,11.86381033
1201,46.2056076,13.44520784,-14.075612,0.030379417,3.436585596
1202,44.46917638,56.56765913,-59.75012756,0.006949333,0.78612368
1203,44.90227004,0,0,-0.035643667,-4.032088989
1204,44.43430653,0,0,-0.057175083,-6.467769608
1205,43.79735419,0,0,-0.052562917,-5.946031297
1206,43.63839892,8.065457658,-9.26908423,0.047829083,5.410529789
1207,44.11280818,5.238350603,-6.917666444,0.07444275,8.421125566
1208,43.35544061,25.96040382,-33.66739051,0.014763333,1.670060332
1209,42.70674041,22.54176401,-25.63279103,0.016747917,1.894560709
1210,42.15142179,10.61619089,-11.66018584,0.035099083,3.97048454
1211,42.59212463,0,0,-0.017577917,-1.988452112
1212,42.0430295,0,0,-0.040068333,-4.532616893
1213,42.16724881,7.930961169,-9.376161184,0.047000417,5.316789216
1214,42.26519905,6.005350128,-8.895006307,0.06221525,7.037924208
1215,42.36428434,0,0,-0.009407833,-1.06423454
1216,41.63875477,27.05938742,-29.58829372,0.013602917,1.538791478
1217,42.19430693,3.49022993,-4.141231355,0.106869083,12.08926282
1218,42.94492681,4.43697098,-4.996970365,0.085561333,9.678883861
1219,41.97968145,0,0,-0.043593417,-4.931381976
1220,41.94163586,0,0,-0.023538333,-2.662707391
1221,41.46267629,6.93807933,-8.784059274,0.05282875,5.976102941
1222,42.51346062,55.77328596,-59.24930114,0.006738333,0.762254902
1223,43.09300357,0,0,-0.047131167,-5.33157994
1224,42.32202321,0,0,-0.017349667,-1.962631976
1225,42.44214932,6.840661113,-8.208532706,0.054846833,6.204392911
1226,42.22757071,6.666290705,-8.932590803,0.055996917,6.334492836
1227,42.87784149,50.8352213,-69.60679315,0.00745625,0.843467195
1228,42.38246368,36.62375161,-43.17708285,0.01023,1.157239819
1229,41.5655061,0,-755.0575895,0.0005605,0.063404977
1230,41.36642542,10.34282511,-11.02690696,0.035355833,3.999528658
1231,41.90562837,3.736212239,-4.050878813,0.099150083,11.21607278
1232,41.31245825,4.128879348,-5.041275126,0.088450667,10.00573152
1233,41.83116558,39.84707571,-51.06978291,0.009280167,1.049792609
1234,41.8347276,0,0,-0.092361,-10.44807692
1235,42.52770838,0,0,-0.05689225,-6.435774887
1236,42.31971362,0,0,-0.002740083,-0.309964178
1237,41.19301372,14.64056534,-17.6280308,0.024872417,2.813621795
1238,41.95606683,19.79954254,-19.64745593,0.018732333,2.119042232
1239,42.11631914,43.48633548,-47.11467519,0.0085615,0.968495475
1240,42.1009601,4.656050683,-4.134601382,0.079933083,9.042203997
1241,43.13593659,8.849355527,-9.011611094,0.043090333,4.874472097
1242,42.78109826,0,0,-0.036617167,-4.142213424
1243,42.34836621,0,0,-0.013596417,-1.538056184
1244,41.49850777,13.83114093,-17.79918438,0.02652325,3.000367647
1245,41.5420713,0,0,-0.023355667,-2.642043741
1246,43.1241072,0,0,-0.030885,-3.493778281
1247,43.7718244,0,-623.3168194,0.000744917,0.084266591
1248,43.07267776,8.646487127,-10.44782019,0.044036667,4.981523379
1249,42.50493265,3.901650814,-4.036630027,0.09630375,10.89408937
1250,41.8494212,40.37861639,-36.87561123,0.009162,1.036425339
1251,42.2185069,0,0,-0.06924275,-7.832890271
1252,41.69578229,0,0,-0.040015,-4.52658371
1253,41.98776353,5.492379898,-6.038929718,0.067579417,7.644730392
1254,41.26716589,2.918466504,-3.518891533,0.12499775,14.14001697
1255,40.34365736,5.745375034,-7.748743709,0.062073917,7.021936275
1256,40.79847094,0,0,-0.013251,-1.4989819
1257,40.87232322,0,0,-0.0176785,-1.999830317
1258,40.56774222,58.25911563,-60.38269184,0.006155583,0.696332956
1259,39.66841559,0,0,-0.00529975,-0.599519231
1260,39.50011828,24.86586957,-27.26455086,0.014042583,1.588527526
1261,39.60696419,10.69733518,-10.04348322,0.032730167,3.702507541
1262,39.14755091,0,-244.2323768,0.0014995,0.169626697
1263,39.11453297,15.54988704,-17.17113636,0.022236333,2.515422323
1264,38.69233413,7.619420562,-7.265986515,0.044890583,5.078120287
1265,38.49562944,0,0,-0.017486917,-1.978157994
1266,37.79080986,0,0,-0.003065333,-0.346757164
1267,37.99985951,4.192839346,-4.540212641,0.08011725,9.06303733
1268,37.69290835,37.70997169,-49.61756665,0.008836,0.999547511
1269,37.99367675,0,0,-0.058302917,-6.595352564
1270,38.0587882,19.11869759,-25.87997235,0.017597417,1.990657994
1271,37.7464414,9.118498698,-13.15110768,0.036593583,4.139545626
1272,37.33187053,15.54584785,-19.1004718,0.021228417,2.4014046
1273,37.52120762,16.80273937,-19.03510273,0.019740083,2.233041101
1274,37.84926757,20.8909382,-24.91387397,0.016015917,1.811755279
1275,37.73039473,8.26371668,-10.02432439,0.040361583,4.56578997
1276,37.96265346,0,0,-0.01076775,-1.218071267
1277,37.41344219,0,0,-0.047341583,-5.35538273
1278,36.62405744,36.68319041,-38.22721479,0.00882575,0.998388009
1279,36.55545902,11.17793095,-14.14734396,0.028909667,3.270324284
1280,37.35765108,10.36282475,-14.4347313,0.031867917,3.604967949
1281,36.84235427,7.939068986,-8.669876444,0.04102325,4.64063914
1282,37.44284087,0,-77.13407932,0.003777833,0.427356712
